# userId: recommendations in (itemId, ranking score) pairs, where a correct recommendation is denoted by symbol *.
196: (275, 1.3150066), (283, 1.2461213), (70*, 1.2338202), (14, 1.1974379), (83, 1.1642936), (268, 1.1038462), (137, 1.066821), (216, 0.9929408), (100, 0.9108479), (124, 0.8790612)
286: (168*, 4.7066813), (258*, 4.210565), (181*, 3.5075884), (169*, 3.4736807), (313, 3.3302727), (222, 3.319318), (28, 3.196576), (238, 3.0937762), (8, 3.0565138), (588*, 3.0507076)
200: (50*, 4.6461706), (222*, 4.5350494), (181, 4.2134485), (118*, 3.7653065), (172*, 3.4780548), (265*, 3.425295), (230*, 3.3846543), (200, 3.3516622), (174*, 3.3244114), (403, 3.1793633)
210: (98*, 3.9537592), (204*, 3.9340146), (318, 3.7075956), (22, 3.577057), (181*, 3.464149), (496, 3.3359885), (64, 3.2817895), (427, 2.9973595), (191, 2.9008524), (194, 2.8877523)
224: (258*, 2.467518), (97*, 2.3890853), (88, 2.2569294), (300*, 2.237681), (216, 2.109391), (9, 2.0795941), (98, 2.0532603), (582*, 2.04413), (735, 1.9546206), (71, 1.9117721)
303: (204*, 5.148513), (475*, 4.910123), (268*, 4.9037247), (173*, 4.7198997), (655*, 4.210745), (410*, 4.199071), (150*, 4.122231), (179*, 3.974029), (185*, 3.9061632), (763*, 3.7885313)
122: (286, 1.7566477), (318, 1.612508), (660*, 1.4888725), (98, 1.4887427), (275, 1.4421699), (97, 1.4246264), (216, 1.4195147), (196, 1.3905799), (213, 1.3792303), (655, 1.3184016)
194: (64*, 4.037132), (98*, 3.9187841), (204*, 3.9181545), (197*, 3.7154877), (79*, 3.6394038), (483*, 3.6041884), (56*, 3.2562702), (127*, 3.096273), (480, 3.0714986), (96, 2.9972029)
291: (42, 4.04172), (150, 3.530896), (276, 3.4453788), (433, 3.4050076), (268, 3.283002), (202*, 3.280243), (282*, 3.2281384), (182, 3.1760254), (28*, 3.095649), (186, 3.0802965)
234: (480*, 5.2158284), (479*, 4.8240623), (514, 4.6857343), (506*, 4.2074347), (443*, 4.0866885), (661*, 3.9450505), (505*, 3.7943912), (521*, 3.6223297), (510*, 3.5304663), (285*, 3.4782577)
119: (121*, 3.9546897), (1, 3.8720381), (257*, 3.7031746), (127, 3.3376498), (748, 2.9524531), (118, 2.9404116), (151, 2.8116405), (15, 2.8034043), (283, 2.7312033), (14, 2.685946)
167: (496, 1.2860472), (197, 1.101089), (483, 1.0924996), (168, 1.0846307), (208, 1.0825726), (132, 1.0795851), (194, 1.0782876), (191, 1.0718399), (705, 1.0695553), (143, 1.0464572)
299: (100*, 4.5353208), (269, 4.060078), (275*, 3.8996964), (14*, 3.8467007), (124, 3.614557), (116, 3.573669), (208*, 3.4725966), (83*, 3.4697323), (268, 3.3252897), (8, 3.0736337)
308: (185*, 5.6943016), (474, 4.8304586), (127*, 4.6448708), (100*, 4.4490695), (135*, 4.185541), (168*, 4.1012516), (659*, 3.6651742), (433*, 3.527704), (507*, 3.479701), (513*, 3.4715755)
95: (172*, 4.345575), (228*, 3.9842577), (423*, 3.9193552), (222, 3.760314), (202*, 3.5026062), (176*, 3.4210262), (132*, 3.3671484), (318, 3.2753468), (186*, 3.151885), (70*, 3.0960085)
38: (143, 2.929929), (28*, 2.6704464), (132, 2.512367), (15, 2.489632), (204, 2.4811177), (501*, 2.455228), (215, 2.3096104), (496, 2.2893605), (173, 2.141112), (378, 2.1082332)
102: (228*, 3.1173542), (181*, 3.0590308), (195*, 2.5816448), (174*, 2.572181), (385*, 2.503282), (82*, 2.278037), (22, 2.152323), (226*, 2.0964067), (250, 1.9655135), (161*, 1.8436638)
63: (258*, 3.1191185), (275, 2.8719423), (7, 2.6057458), (276*, 2.5069618), (313, 2.3737864), (151, 2.365575), (117, 2.3462741), (124, 2.2783456), (9, 2.277183), (121*, 2.1471329)
160: (475*, 4.122133), (12, 3.1749005), (150*, 2.9917774), (508*, 2.8299582), (156, 2.68837), (9*, 2.5039315), (293*, 2.454197), (246, 2.4059176), (98, 2.3712432), (1*, 2.311563)
50: (276*, 1.2616521), (7, 1.2093583), (258, 0.9716648), (93, 0.95950234), (150, 0.87372833), (333, 0.82221836), (200, 0.81558055), (302, 0.8145631), (129, 0.81042695), (237, 0.8085178)
301: (172*, 4.728866), (79*, 4.5450883), (234, 3.9254122), (28*, 3.7239883), (176*, 3.7095325), (202*, 3.469929), (385*, 3.4003184), (742*, 3.214625), (357*, 3.1999342), (405*, 3.1703758)
225: (496, 1.4855561), (174, 1.3381362), (483, 1.2750298), (134, 1.2390525), (435, 1.2152607), (498, 1.208579), (205, 1.2048706), (484, 1.1867518), (523, 1.169832), (197, 1.1630077)
290: (1*, 3.8723733), (173, 3.5434792), (588*, 3.1958227), (79, 3.176876), (195, 2.9103134), (143*, 2.8374417), (96, 2.8017848), (97*, 2.6421955), (216*, 2.515764), (215, 2.4219475)
97: (181, 3.7892807), (173*, 2.8888376), (56, 2.4908373), (183*, 2.4675744), (210, 2.4242237), (474, 2.4052122), (176, 2.4005954), (483, 2.331432), (228*, 2.1802115), (427, 2.1505194)
157: (237, 2.1980402), (181, 2.1578588), (257, 2.0338469), (1*, 1.9754524), (275, 1.9681569), (7, 1.9674978), (300, 1.8842765), (9, 1.8620638), (121, 1.8247615), (285, 1.7998977)
181: (1*, 2.501512), (257, 2.4766018), (286*, 2.3933773), (273*, 2.3590717), (293, 2.2687705), (748*, 2.26504), (628*, 2.1913965), (127, 2.1763213), (298, 2.1745799), (313, 2.0513918)
278: (300, 2.0032785), (302*, 1.8107194), (272, 1.5215417), (328, 1.4580781), (50, 1.3392332), (315*, 1.2413268), (333, 1.2404755), (748, 1.1997939), (690, 1.165416), (268, 1.161005)
276: (268*, 5.0329995), (98*, 4.9644837), (200*, 4.587493), (182*, 4.379274), (42*, 4.272323), (218*, 4.222637), (559*, 4.1345415), (238*, 4.1096864), (258*, 3.949288), (95*, 3.9177759)
7: (183*, 6.67314), (135*, 5.589889), (218, 4.5518327), (480*, 4.4313784), (603*, 4.4308596), (197*, 4.2922063), (199*, 4.2205963), (523*, 4.220194), (134*, 4.1850996), (496*, 4.056645)
10: (318, 4.095434), (427, 3.999101), (23*, 3.8290856), (514, 3.785626), (474*, 3.7635376), (654*, 3.7388048), (187, 3.700858), (135*, 3.5140069), (174*, 3.4997556), (194*, 3.4133193)
284: (300*, 3.4937468), (288, 2.4436138), (316, 2.3423464), (326, 2.3009298), (340*, 2.2858875), (294, 2.2567213), (750*, 2.15734), (327, 2.1172447), (270*, 2.0607471), (271, 2.0306616)
201: (183*, 4.1354494), (7*, 3.8687153), (64*, 3.8564985), (218*, 3.651511), (135, 3.5739818), (475*, 3.5369484), (23*, 3.4352453), (55*, 3.146369), (157*, 2.9645007), (433, 2.962927)
287: (288, 2.9806814), (7, 2.8773391), (475, 2.866855), (127, 2.4431448), (150, 2.169043), (151, 2.1163185), (508, 2.098276), (258, 2.0911517), (12, 2.0903118), (273, 1.9761033)
246: (168, 3.6085622), (7, 3.14993), (222, 2.75106), (89, 2.6216774), (183, 2.5558367), (28, 2.3734372), (79, 2.3589015), (186, 2.2769763), (234, 2.2764442), (144, 2.2109556)
242: (286, 0.8087223), (258, 0.7186839), (100, 0.70801365), (269, 0.6966337), (313, 0.6379887), (14, 0.63042283), (285, 0.6131594), (257, 0.5826556), (25, 0.5444377), (300, 0.5442611)
249: (100*, 5.4053035), (127, 4.3879743), (475, 3.9454553), (168*, 3.7587204), (96*, 3.680601), (89*, 3.5979574), (11*, 3.20816), (204, 3.1671777), (276, 3.1141086), (182*, 3.1053145)
99: (237*, 3.7846706), (127, 3.4215455), (257, 2.9232085), (56*, 2.894221), (7*, 2.8939304), (12*, 2.7462525), (298, 2.6329472), (125*, 2.5463378), (15, 2.503547), (333, 2.414238)
178: (117*, 5.1926384), (50*, 5.018292), (258*, 3.7230217), (568*, 3.6873152), (471*, 3.5531254), (28*, 3.4196968), (684*, 3.395578), (182, 3.2625039), (176*, 3.2470198), (125*, 3.2025445)
251: (7*, 2.948064), (127, 2.9054127), (174, 2.455893), (282*, 2.117558), (546, 2.067209), (276, 1.98579), (274, 1.8651856), (9, 1.8548154), (288*, 1.7987679), (515, 1.7098162)
81: (1*, 2.3094244), (117, 2.2978783), (15, 2.0604422), (276*, 2.02735), (50, 1.994514), (742*, 1.9757811), (7*, 1.9372249), (125, 1.8012725), (257, 1.7719152), (181, 1.759993)
260: (313*, 1.8438308), (328, 1.5037022), (302, 1.4903263), (286, 1.3799111), (294, 1.2949978), (272*, 1.235375), (748*, 1.1789382), (323, 1.1353621), (269, 1.1240251), (271, 1.0728002)
25: (172, 2.888332), (168, 2.8642924), (100, 2.7364528), (173*, 2.4675014), (257*, 2.3810177), (483, 2.2493653), (89, 2.2414672), (210, 2.203513), (204*, 2.1010234), (496, 2.0305896)
59: (180*, 4.4244976), (56*, 4.4075546), (631, 3.6519103), (9*, 3.62676), (182*, 3.5708144), (52*, 3.5617838), (228*, 3.4714234), (12*, 3.470083), (192, 3.4386458), (153, 3.4251616)
72: (127*, 4.192776), (318*, 3.130587), (22, 3.0179105), (9*, 2.8891795), (174*, 2.886273), (182*, 2.8610277), (79*, 2.8466036), (56*, 2.6660533), (357*, 2.6398523), (183, 2.6259205)
87: (204*, 3.8959022), (385*, 3.6776185), (173, 3.5661852), (202*, 3.4854422), (117, 3.3311327), (168, 3.206038), (265, 3.0844443), (12, 3.078322), (226, 3.0471663), (176, 2.9926922)
42: (69*, 4.529182), (204*, 4.245245), (22, 3.8012097), (318*, 3.4812343), (117, 3.4751222), (88*, 3.4546773), (216*, 3.423444), (237*, 3.3524368), (393, 3.115004), (265*, 2.8712876)
292: (89, 3.3458133), (474, 3.1603007), (222*, 3.0609307), (135*, 2.9087532), (175, 2.8640392), (172, 2.8212736), (134, 2.7291822), (23, 2.7015154), (185, 2.6896093), (121, 2.6783438)
20: (172*, 1.8077111), (121*, 1.7152286), (69*, 1.5625198), (117, 1.5581894), (294, 1.5539259), (222, 1.5158359), (173, 1.4793915), (15*, 1.454287), (79, 1.3914374), (28, 1.3739343)
13: (134, 4.9577103), (211*, 4.6872973), (657*, 4.5811605), (568*, 4.131539), (482*, 4.0611477), (514*, 4.052919), (479, 4.000486), (203, 3.9812403), (431*, 3.9644575), (347*, 3.8668869)
138: (127, 2.5722713), (50, 2.0536468), (174, 1.7496146), (98*, 1.7223033), (64, 1.7081308), (603*, 1.6707485), (134, 1.6706564), (427, 1.6575416), (276, 1.654051), (9, 1.642294)
60: (603*, 4.2389307), (511*, 3.9615023), (498*, 3.9215784), (479*, 3.6886618), (191, 3.5815475), (127, 3.4651117), (657, 3.206879), (357*, 3.0361063), (504, 3.0026557), (99, 2.989456)
57: (1*, 4.6172013), (294*, 3.483445), (742, 3.3721519), (100*, 3.352676), (118, 3.0236065), (300, 2.9190662), (25, 2.6168268), (127, 2.5993938), (276, 2.380402), (174, 2.2096028)
223: (15, 3.2095153), (1*, 2.9899936), (742*, 2.6426091), (50, 2.4548452), (181, 2.2949474), (405*, 2.0496721), (471, 1.9530239), (748, 1.8343534), (255*, 1.7814796), (100, 1.706361)
189: (50*, 3.9577653), (514, 3.7388692), (168, 3.5769544), (174*, 3.4882858), (427, 3.4011214), (275*, 3.211117), (208, 3.157327), (435, 3.1419187), (127*, 3.0553434), (482, 3.0067165)
243: (14*, 2.314917), (283*, 2.256684), (70, 2.1921694), (9, 2.080828), (86*, 2.0636585), (100, 1.9801875), (137*, 1.9441732), (216, 1.7922242), (318*, 1.7655954), (88, 1.6645411)
92: (100*, 4.1596737), (234*, 3.541001), (228*, 3.4929583), (151, 3.4801552), (168*, 3.4543812), (79*, 3.3414059), (22*, 3.242057), (655*, 3.1430058), (181*, 3.0594885), (25*, 3.0415223)
241: (300*, 1.8671064), (269, 1.7235825), (272, 1.7191477), (258, 1.7076814), (328, 1.5597612), (315, 1.4545935), (288*, 1.4233501), (333, 1.4091281), (326, 1.2456824), (301, 1.2294921)
254: (423*, 2.9883122), (71*, 2.9280999), (121*, 2.8958192), (183*, 2.5995903), (173, 2.548879), (95, 2.5189724), (294, 2.449398), (300, 2.371785), (133*, 2.3338735), (143*, 2.2441106)
293: (12*, 4.858916), (187*, 4.309468), (174*, 4.1673946), (318, 3.9938805), (185*, 3.9265637), (180*, 3.659923), (197, 3.5417325), (11*, 3.5231922), (657*, 3.3338487), (191, 3.2927892)
127: (258*, 1.9278805), (313, 1.5523884), (50*, 1.3443646), (328, 1.2064209), (181, 1.2024571), (294*, 1.1123885), (323, 1.0286608), (333, 0.9289511), (678, 0.9039789), (307, 0.85579175)
222: (161*, 4.3315163), (216*, 4.0926447), (173*, 3.9576542), (742*, 3.9329736), (288*, 3.8690915), (82*, 3.8118079), (196*, 3.7509298), (50*, 3.7403939), (265*, 3.716662), (403*, 3.4818738)
267: (96, 4.905693), (89*, 4.8779163), (56*, 4.547573), (176*, 4.243334), (79, 4.052594), (210*, 3.5655754), (182*, 3.3736248), (173, 3.2624297), (11, 3.1443884), (431*, 3.106131)
11: (275, 2.9432209), (313, 2.6165557), (318*, 2.5163147), (269, 2.4533582), (215*, 2.4121513), (143, 2.3875508), (582, 2.3362098), (283, 2.2673364), (71, 2.2450914), (210, 2.2197006)
8: (79*, 2.9447682), (144*, 2.4595218), (230, 2.4199896), (515, 2.416846), (265, 2.0983891), (226, 1.9819714), (12, 1.9144173), (98, 1.8864391), (168, 1.8683649), (117, 1.8657731)
162: (1*, 2.0662503), (100, 2.0084467), (117*, 1.9890393), (405, 1.7722038), (257, 1.6021341), (127, 1.5769484), (118, 1.4310523), (475, 1.3806399), (273, 1.3070213), (250, 1.273032)
279: (222*, 4.5741043), (408*, 3.8708057), (746*, 3.653416), (1016, 3.6262462), (298, 3.6173902), (430, 3.57738), (475, 3.554306), (403*, 3.4830382), (195*, 3.4206126), (568, 3.3879473)
145: (288, 5.2438326), (127, 3.9161496), (328*, 3.7053847), (748, 3.6375158), (273*, 3.4760172), (333*, 3.4354346), (176*, 3.2109377), (22*, 3.184188), (250*, 2.9545448), (546*, 2.942203)
28: (258*, 3.0103335), (183, 2.9377213), (98*, 2.7827828), (181, 2.7318037), (176*, 2.3340073), (172, 2.0460281), (135, 2.0440762), (121, 1.9051384), (56*, 1.8869042), (1, 1.7491047)
135: (183*, 1.5725558), (89, 1.3262696), (96, 1.1396011), (188, 1.0878714), (195, 1.0870126), (182, 1.0404212), (12*, 1.0309072), (7, 1.0273705), (200, 1.0234284), (127, 1.0234128)
32: (1, 2.6475909), (258, 2.1428668), (121, 2.0476034), (237, 1.7276734), (127, 1.5888144), (25, 1.5807132), (300, 1.527741), (742*, 1.5254391), (24, 1.4558328), (15, 1.4401)
90: (285*, 4.7729716), (654*, 4.3373303), (514*, 4.2830467), (170*, 4.177297), (100*, 4.1495695), (582, 4.1040616), (194*, 3.8440092), (479*, 3.7545574), (482*, 3.7128325), (97*, 3.7080421)
216: (318*, 3.7805686), (173, 3.104125), (357*, 3.0633345), (50*, 3.0345113), (22*, 2.975376), (168*, 2.892156), (288, 2.7472286), (268, 2.6554446), (237*, 2.6104789), (475*, 2.5551054)
250: (50*, 3.9336095), (100*, 3.0213506), (200*, 2.9397), (1*, 2.9138525), (268, 2.8043842), (286, 2.7185557), (168, 2.483606), (185, 2.3591998), (318, 2.1934478), (300, 2.131306)
271: (275*, 4.34156), (483, 4.2856693), (174*, 3.8768027), (199*, 3.7681532), (9*, 3.7134109), (196*, 3.7022953), (357*, 3.6338155), (134*, 3.3914237), (204*, 3.3863928), (527*, 3.3466225)
265: (121, 2.5847642), (300*, 2.2744293), (405, 2.155134), (100*, 1.9456067), (222, 1.8180944), (111*, 1.8127811), (257*, 1.7213472), (25, 1.6118543), (7*, 1.602013), (127, 1.5608915)
198: (174*, 3.9699626), (89*, 3.711083), (195*, 3.3024375), (168*, 3.246929), (22, 3.2056384), (12, 3.0857399), (69*, 2.9002724), (234*, 2.8419218), (144, 2.716914), (238*, 2.5680375)
168: (121*, 3.6060784), (117*, 3.3793993), (50, 3.2412438), (237, 3.2062025), (125*, 2.8368847), (111, 2.5495677), (471, 2.3774393), (294*, 2.325624), (597*, 2.1534688), (298, 1.8119956)
110: (302, 2.3698852), (315*, 2.2994225), (210, 2.1371388), (385*, 2.1362443), (64*, 2.1084092), (328, 1.9333944), (172, 1.9287336), (316, 1.9230533), (144, 1.8662188), (4, 1.8643609)
58: (100*, 4.621673), (12*, 3.2839334), (286, 3.090061), (1*, 2.9457898), (79, 2.9009233), (408*, 2.8858967), (124*, 2.78564), (302, 2.7611423), (7*, 2.7058215), (96, 2.6686225)
237: (98*, 2.2035484), (50, 2.0671325), (427, 1.9679761), (603*, 1.9259769), (56, 1.8954555), (318, 1.8466954), (135, 1.7742028), (480, 1.6994566), (654, 1.670462), (194, 1.6701293)
94: (559*, 4.6642933), (11*, 4.494565), (655*, 4.3924465), (582, 4.1720805), (217*, 4.155978), (64*, 3.7711816), (191*, 3.6657841), (475*, 3.5854506), (423*, 3.473259), (174*, 3.2672682)
128: (318, 4.2575145), (216*, 3.9310522), (70*, 3.5504348), (191*, 3.4963703), (496*, 3.4922106), (98*, 3.3282118), (8, 3.1526306), (100, 2.8451993), (95, 2.839518), (286, 2.7587087)
44: (98*, 4.069512), (222*, 3.5182846), (210, 3.465476), (195*, 3.2502396), (79, 3.2054982), (28, 3.1760151), (135*, 2.9553144), (132*, 2.767058), (234, 2.6853049), (265, 2.5976794)
264: (175*, 3.4594624), (268, 2.965085), (238*, 2.9646366), (100*, 2.850944), (154, 2.5722473), (474, 2.5483181), (135, 2.514665), (919, 2.4350765), (89, 2.3859198), (169, 2.3518243)
41: (172, 2.420359), (98*, 2.26146), (181*, 2.17558), (357*, 2.012173), (204, 1.9874402), (22, 1.7900217), (64, 1.7260017), (79, 1.696899), (100*, 1.654685), (427, 1.6509979)
82: (98, 3.0634496), (483*, 3.0510297), (427, 2.9643085), (204, 2.960127), (151*, 2.7995431), (132, 2.770773), (423, 2.7295966), (172, 2.6572478), (117, 2.630322), (498, 2.6130931)
262: (173, 2.687572), (588*, 2.543484), (215, 2.535641), (151, 2.5280538), (196, 2.5112734), (357, 2.4870696), (168, 2.4717052), (88, 2.1194818), (202, 2.094164), (660*, 2.0764794)
174: (15*, 4.227877), (318, 4.0391946), (283, 3.2606254), (275, 3.2016475), (64, 3.0474062), (282, 2.8977137), (591, 2.8973556), (196*, 2.8694835), (8, 2.79928), (58, 2.7881067)
43: (50*, 4.7816706), (237*, 4.428156), (111*, 3.866092), (210*, 3.6720843), (88*, 3.6587312), (25*, 3.563677), (216*, 3.555235), (125, 3.479827), (318*, 3.3492422), (143*, 3.3385828)
84: (50, 2.6997352), (121*, 2.4747622), (127, 2.3295064), (181, 2.2892976), (471, 2.139633), (405*, 2.129696), (300*, 2.0814548), (125, 2.0533147), (9, 1.9509958), (118, 1.9222912)
269: (603*, 3.8552704), (12, 3.4051197), (9*, 3.3942227), (276*, 3.326731), (191*, 3.3001397), (180*, 3.2922745), (443, 3.14711), (357*, 3.1433027), (223, 3.0216768), (558, 2.9093294)
259: (50, 2.515315), (258, 2.0201786), (100, 1.7267158), (98*, 1.6423006), (56, 1.6141481), (1, 1.6083922), (7, 1.5422305), (300, 1.5208777), (174, 1.5175813), (127, 1.4962089)
85: (603, 3.9637518), (185, 3.5008323), (514*, 3.4828198), (208*, 3.3476143), (318*, 3.217868), (173*, 3.1451135), (423*, 3.139299), (175*, 3.087557), (70*, 3.0844204), (216*, 3.0256104)
213: (50*, 4.7638283), (100*, 4.537206), (181*, 3.4557016), (237, 3.2292733), (9, 3.14337), (22, 3.130197), (183, 3.0815854), (276, 2.782629), (96, 2.7643383), (121*, 2.68425)
121: (15, 2.3946064), (7, 2.3181405), (286, 2.3080304), (151, 2.2120965), (475, 2.0995655), (121*, 2.0953844), (258, 2.0875645), (111, 2.001757), (222, 1.9544227), (56, 1.8145598)
49: (288, 2.9905236), (168*, 2.9819713), (246, 2.4919991), (56*, 2.4268575), (238*, 2.40838), (109, 2.2340198), (169, 2.12102), (150, 2.1114123), (1*, 2.0682547), (201, 1.9851695)
155: (313, 1.4327794), (300*, 1.3857208), (258, 1.3406549), (286*, 1.1809325), (302, 1.1324414), (333, 1.0693105), (272, 0.94394), (307, 0.9028664), (269, 0.88088953), (315, 0.7934385)
68: (100, 2.3400412), (1, 1.8905553), (237*, 1.8814797), (15, 1.7266657), (300, 1.7018498), (121*, 1.699232), (222, 1.6272827), (7*, 1.59611), (151, 1.5011202), (294, 1.3873842)
172: (127, 0.66353947), (654, 0.6410523), (134, 0.60652035), (480, 0.57243824), (483*, 0.5650248), (474, 0.5640948), (185, 0.5532172), (511, 0.5362921), (479, 0.5344916), (197, 0.52964747)
19: (269, 0.73502904), (313*, 0.7071516), (173, 0.64963084), (302, 0.6421922), (272, 0.63689476), (286, 0.6365139), (50, 0.615382), (168, 0.60654336), (204, 0.60291356), (172, 0.5585529)
268: (172*, 4.4176817), (175, 3.8986473), (144*, 3.3369584), (179*, 2.9605777), (55*, 2.9266222), (431, 2.9059157), (230*, 2.8267822), (184*, 2.8213568), (156*, 2.8137662), (202, 2.7177403)
5: (210*, 3.0406625), (7, 2.820446), (175, 2.6086404), (588, 2.4782548), (202, 2.4225242), (91, 2.408558), (195, 2.3818944), (176*, 2.3766525), (96, 2.3402233), (82, 2.2825189)
80: (318, 1.3709115), (127, 1.2997919), (98, 1.2296191), (174, 1.1777738), (69, 1.1436372), (357, 1.1405764), (286, 1.0871856), (56, 1.064472), (197, 1.0231373), (9, 0.98501885)
66: (100, 2.5336826), (181*, 2.210687), (15*, 2.0481043), (125, 1.8775558), (276, 1.8676342), (118, 1.8598566), (222, 1.8285717), (111, 1.7608407), (151, 1.7358851), (25, 1.6275821)
18: (14*, 4.3820605), (238*, 4.101075), (462*, 4.087824), (83*, 3.9723294), (134*, 3.961359), (285*, 3.8579993), (435*, 3.8101335), (153*, 3.6639907), (135*, 3.6627176), (660*, 3.6317446)
26: (121*, 2.9225914), (288*, 2.901414), (222*, 2.600655), (276*, 2.5346413), (748*, 2.4259357), (742*, 2.3911767), (298*, 2.340696), (111*, 2.3291192), (125*, 2.195848), (273, 2.1760604)
130: (294*, 6.6166434), (748*, 4.6868544), (7*, 4.4560084), (302, 3.9963984), (273, 3.7059023), (174*, 3.6930869), (298*, 3.6324224), (367*, 3.4626465), (144*, 3.4534323), (323, 3.428366)
256: (121*, 4.970589), (385*, 3.690558), (241, 3.2547817), (273, 3.2257202), (79*, 3.2041137), (22*, 3.196397), (568*, 3.117692), (147*, 3.0586765), (281, 3.0399597), (111, 2.9967844)
1: (89*, 4.5734253), (172*, 4.2402706), (12*, 3.5713048), (1*, 3.5684004), (195*, 3.4982615), (222*, 3.498074), (475, 3.464538), (228*, 3.2807996), (209*, 3.247599), (275, 3.2427516)
56: (50*, 5.422269), (210*, 4.135793), (173*, 4.006522), (168*, 3.7561214), (96*, 3.683699), (82*, 3.5349226), (195*, 3.5081096), (89*, 3.3054168), (71*, 3.131949), (568*, 2.9903326)
15: (117, 3.09882), (275*, 3.0592353), (121*, 2.9316761), (100, 2.8867264), (313, 2.7864516), (471*, 2.5799463), (294, 2.4166684), (1*, 2.3509405), (245, 2.007254), (276, 1.9891393)
207: (64*, 4.4258084), (318*, 3.9843712), (79*, 3.3540087), (50, 3.0259986), (276*, 2.8246949), (97, 2.7271087), (651, 2.52942), (172, 2.4005198), (194*, 2.3806758), (210*, 2.3373032)
232: (318*, 3.2593477), (174, 2.8145611), (127*, 2.6377594), (427, 2.4294112), (216, 2.361271), (12, 2.3530555), (238, 2.260446), (172*, 2.1915197), (168, 2.1504874), (135, 2.0262654)
52: (1, 2.7332485), (276, 2.3761892), (9, 2.334839), (275*, 2.285709), (50, 2.2768998), (125, 2.2033975), (181, 2.013448), (274, 1.8099866), (283, 1.7305579), (118, 1.706242)
161: (318*, 1.7358092), (64, 1.4255372), (357, 1.3875406), (300, 1.3460462), (172, 1.2779875), (216, 1.2437102), (194*, 1.2092756), (313, 1.2073002), (427, 1.1850551), (79, 1.1694043)
148: (181*, 3.4042857), (174*, 2.8343291), (173*, 2.6456964), (28, 1.9733903), (191*, 1.9426082), (423, 1.9316586), (210, 1.9131846), (419, 1.8016329), (208, 1.7908442), (175*, 1.7684392)
125: (168*, 4.4269266), (50*, 4.282105), (181*, 3.905029), (588, 3.492463), (208*, 3.1734307), (419, 3.1262443), (423, 2.9804957), (99, 2.8621461), (257, 2.8425856), (132, 2.588809)
83: (237, 3.7202046), (742, 3.3465173), (1*, 3.054516), (282, 2.9214847), (161*, 2.5049658), (284, 2.378711), (50*, 2.3379383), (692*, 2.306567), (66*, 2.2752135), (143, 2.2684546)
272: (64, 3.1594157), (318, 2.9277983), (182, 2.7371488), (195, 2.4477525), (427, 2.410335), (180, 2.3020287), (135, 2.2365534), (156, 2.172465), (168, 2.160113), (176, 2.119475)
151: (191*, 5.3873363), (8, 4.121884), (423*, 4.0956774), (143*, 4.039177), (211*, 3.9768918), (135*, 3.9336994), (83*, 3.9334462), (462*, 3.88049), (185*, 3.843695), (283, 3.8334334)
54: (50*, 3.2464662), (294, 2.6352227), (300, 2.4489188), (258*, 2.3656516), (222, 2.321869), (118*, 2.2806392), (125, 2.237544), (282, 2.2236123), (15, 2.2163823), (111, 2.1473649)
