# userId: recommendations in (itemId, ranking score) pairs, where a correct recommendation is denoted by symbol *.
196: (275, 0.4123916), (14, 0.34607956), (283, 0.33267957), (475, 0.32958427), (137, 0.31604204), (268, 0.31308377), (301, 0.30769908), (313, 0.3060029), (83, 0.30083427), (272, 0.27907953)
286: (204*, 0.87998015), (568, 0.80847275), (82*, 0.8047218), (202*, 0.75324684), (94, 0.7520205), (95*, 0.7411289), (222, 0.73765767), (313, 0.7162328), (28, 0.7075912), (239, 0.70186776)
200: (222*, 1.0307924), (181, 1.0272996), (71*, 0.83245033), (403, 0.80464077), (227*, 0.77684957), (432*, 0.7232614), (99*, 0.7057608), (566, 0.680103), (423*, 0.6759637), (28*, 0.6693867)
210: (173*, 0.8485421), (216*, 0.8185376), (496, 0.7861636), (318, 0.7573372), (82, 0.75461596), (97*, 0.7460138), (143, 0.73710495), (95, 0.7358486), (196, 0.70819986), (71, 0.6995701)
224: (245*, 0.7846722), (300*, 0.78195304), (288, 0.7778296), (328*, 0.6917986), (9, 0.65170395), (15*, 0.6285594), (289, 0.614762), (660*, 0.5555541), (88, 0.5435495), (77*, 0.539964)
303: (56*, 0.9632237), (288*, 0.8834769), (12*, 0.87212116), (204*, 0.87210864), (403*, 0.86903983), (4*, 0.8501961), (273*, 0.84068567), (410*, 0.82752025), (385*, 0.82525563), (217, 0.8238013)
122: (86*, 0.39355657), (286, 0.3625674), (216, 0.30467957), (14, 0.30330995), (170, 0.30166078), (655, 0.29935917), (514, 0.29230398), (88, 0.29051232), (213, 0.28835133), (52, 0.28356776)
194: (69*, 1.0057616), (237*, 0.86990434), (172*, 0.85808957), (176, 0.8148126), (135*, 0.7994708), (88*, 0.79828924), (200, 0.77303296), (127*, 0.7649221), (82*, 0.7570548), (161*, 0.74632597)
291: (218*, 0.94705033), (546*, 0.87700796), (98*, 0.82277125), (559, 0.8225172), (121*, 0.8093627), (282*, 0.7958815), (68, 0.790206), (568*, 0.77496684), (161, 0.76024437), (597*, 0.7582689)
234: (483*, 0.97256315), (216*, 0.8643059), (435*, 0.8079765), (275, 0.7939467), (514, 0.7936337), (100*, 0.7827515), (64*, 0.7204967), (523*, 0.6923065), (83, 0.692207), (58, 0.6845789)
119: (1, 1.0051755), (50*, 0.92057943), (151, 0.8474902), (118, 0.83089364), (748, 0.78138447), (282*, 0.7319867), (15, 0.6814771), (255*, 0.64904505), (248, 0.63459253), (268*, 0.6302981)
167: (480, 0.3075781), (135, 0.30330083), (419, 0.30219266), (132, 0.3003347), (483, 0.2964388), (498, 0.2945087), (482, 0.28990284), (199, 0.28288084), (485, 0.28187907), (211, 0.27910742)
299: (83*, 0.95597005), (213*, 0.8648258), (209*, 0.8520184), (269, 0.82437843), (268, 0.8019142), (124, 0.80053395), (382, 0.78856725), (168*, 0.7690787), (285*, 0.7662606), (433*, 0.7639156)
308: (98*, 1.124355), (172*, 0.9039671), (483*, 0.86783427), (179*, 0.8596629), (443*, 0.85379), (64*, 0.8368751), (22*, 0.83483505), (173, 0.81845784), (496*, 0.8119154), (474, 0.81176186)
95: (172*, 0.9287392), (173*, 0.92734176), (210*, 0.8927397), (230, 0.8733791), (196*, 0.8708904), (222, 0.86070025), (739*, 0.83969706), (732, 0.802568), (588*, 0.80007917), (1*, 0.79634386)
38: (82*, 0.6461107), (393*, 0.61062104), (204, 0.5608647), (172, 0.56026584), (568, 0.557638), (294*, 0.5379056), (385, 0.53372175), (210, 0.53282833), (174, 0.5181699), (132, 0.51072574)
102: (96*, 0.90357035), (228*, 0.8503019), (22, 0.7934436), (144*, 0.7868151), (550*, 0.77652645), (250, 0.7454362), (161*, 0.7148262), (271*, 0.71045345), (11*, 0.6708079), (257, 0.66921383)
63: (286*, 0.83191395), (117, 0.76107204), (7, 0.7177781), (275, 0.71020067), (9, 0.69985586), (151, 0.6856858), (124, 0.6798411), (127, 0.67145604), (294*, 0.6698297), (14*, 0.65929115)
160: (100*, 1.0015278), (12, 0.7234881), (150*, 0.66976184), (235, 0.6001752), (257, 0.58851296), (121, 0.5870824), (117*, 0.585207), (249, 0.57375014), (1*, 0.57246), (9*, 0.56521297)
50: (258, 0.3304369), (9*, 0.3299815), (7, 0.3283391), (237, 0.3206577), (302, 0.31243706), (294, 0.2851168), (124*, 0.28247777), (127, 0.27258044), (14, 0.24590063), (273, 0.22463177)
301: (79*, 0.9739624), (168*, 0.942847), (228*, 0.90303713), (234, 0.9018441), (95*, 0.87823063), (566*, 0.78866446), (68*, 0.76580834), (546*, 0.7628377), (200, 0.7480654), (218*, 0.7457599)
225: (357, 0.26161635), (483, 0.25019085), (318, 0.24924982), (174, 0.24752197), (69, 0.23350595), (496, 0.23000747), (132, 0.22716025), (56, 0.22497499), (197, 0.22352058), (603*, 0.2170235)
290: (121*, 0.9520609), (50*, 0.8714609), (405*, 0.8659736), (99*, 0.8651747), (151*, 0.8192277), (230*, 0.80010694), (195, 0.7914725), (393*, 0.7667804), (385*, 0.74088144), (173, 0.7391177)
97: (181, 0.7287566), (483, 0.66814065), (56, 0.65614885), (96*, 0.5892195), (210, 0.5862839), (474, 0.5849872), (176, 0.5826813), (204*, 0.5723334), (127, 0.5682001), (318, 0.54373443)
157: (1*, 0.66605914), (257, 0.6397507), (181, 0.6339266), (121, 0.6197307), (7, 0.5766584), (237, 0.56952465), (475*, 0.5593725), (222, 0.5514202), (151, 0.51892865), (127*, 0.49791136)
181: (100*, 0.96404713), (126*, 0.9363923), (717*, 0.92159617), (696*, 0.9111723), (295, 0.8938743), (926*, 0.86226785), (685*, 0.825228), (322*, 0.81547797), (248, 0.8077649), (741*, 0.8024769)
278: (300, 0.49474296), (302*, 0.39731374), (272, 0.36212492), (328, 0.3470874), (288*, 0.33323815), (748, 0.3146339), (690, 0.31387725), (301*, 0.3109272), (289, 0.3070992), (307, 0.30625984)
276: (204*, 0.97498196), (229*, 0.9657994), (4*, 0.95614207), (239*, 0.94345886), (405*, 0.8937652), (451*, 0.8926189), (77*, 0.8763604), (210*, 0.8732299), (144*, 0.86612177), (202*, 0.85949475)
7: (195*, 0.844683), (96*, 0.8205056), (218, 0.77966845), (230*, 0.7715934), (566*, 0.71937674), (511*, 0.70882255), (665*, 0.7052958), (739, 0.6950363), (196*, 0.68048376), (655*, 0.6724552)
10: (514, 0.84477985), (318, 0.8413142), (134*, 0.8240714), (474*, 0.7731645), (127*, 0.7721621), (174*, 0.77001745), (187, 0.7553527), (427, 0.724789), (183*, 0.70288336), (89, 0.67907923)
284: (294, 0.73496723), (333*, 0.7067739), (288, 0.690737), (326, 0.65799314), (323, 0.6172094), (327, 0.6137919), (271, 0.60230356), (316, 0.555231), (303*, 0.55043244), (245, 0.5464941)
201: (475*, 0.9900146), (56*, 0.92683756), (98*, 0.85494447), (433, 0.8331255), (124*, 0.7701282), (168, 0.73645425), (53*, 0.73623973), (127*, 0.7264313), (191*, 0.7157577), (219*, 0.7135191)
287: (7, 0.70928115), (288, 0.68929774), (475, 0.6086734), (405, 0.55653733), (508, 0.5543181), (282, 0.5473079), (258, 0.5421653), (273, 0.5251435), (25, 0.5025182), (12, 0.4809797)
246: (176*, 0.8295419), (68*, 0.81804174), (144, 0.8140653), (22, 0.80953205), (79, 0.78288615), (229, 0.7739347), (181*, 0.7613252), (29*, 0.75025684), (233, 0.7493926), (62, 0.7455239)
242: (286, 0.36396885), (269, 0.25432554), (14, 0.25209013), (276, 0.237855), (258, 0.22966243), (285, 0.22408019), (9, 0.21970367), (100, 0.2195301), (124, 0.21590668), (313, 0.20294695)
249: (475, 0.8969521), (172*, 0.84660935), (11*, 0.76771426), (127, 0.7595299), (79*, 0.7519876), (204, 0.7459813), (288, 0.7406313), (151, 0.70315206), (298*, 0.6584367), (150, 0.6491516)
99: (300*, 0.8459588), (257, 0.7736811), (237*, 0.7532964), (298, 0.683951), (1016*, 0.6770923), (763*, 0.67610735), (125*, 0.65412474), (249, 0.6402707), (333, 0.63526726), (313*, 0.6305322)
178: (121*, 1.1992553), (294*, 1.0424929), (111*, 0.9937789), (100*, 0.966459), (151, 0.8828267), (411, 0.698591), (28*, 0.69783324), (1586, 0.6629134), (276*, 0.6586267), (240, 0.6283193)
251: (50*, 0.92054), (181*, 0.912626), (222*, 0.78180826), (151*, 0.68783563), (15*, 0.68364656), (546, 0.65186644), (25*, 0.61217034), (127, 0.6045074), (276, 0.5479136), (1586, 0.49998763)
81: (117, 0.6923675), (111*, 0.65445626), (405*, 0.62048304), (125, 0.5741596), (9, 0.5715541), (15, 0.567855), (546, 0.5538852), (597, 0.5406849), (508, 0.5311454), (257, 0.5203128)
260: (258*, 0.45115197), (328, 0.42318168), (286, 0.4115874), (294, 0.4081452), (323, 0.3595417), (326*, 0.33759248), (302, 0.33624345), (333*, 0.3362226), (269, 0.3238652), (245, 0.30051386)
25: (181*, 0.8421176), (172, 0.71027356), (210, 0.6018606), (483, 0.5942812), (135*, 0.58343166), (496, 0.5768696), (191, 0.5568864), (168, 0.55181336), (89, 0.5280827), (132, 0.5018499)
59: (185*, 0.98767513), (582*, 0.8319884), (196*, 0.81324244), (200*, 0.80352014), (423*, 0.78913856), (153, 0.76835954), (97*, 0.7608083), (22*, 0.75222903), (432*, 0.74849814), (228*, 0.74690735)
72: (50*, 0.9935905), (183, 0.82024395), (276, 0.72225595), (79*, 0.6960444), (185, 0.6904374), (200, 0.68115), (238, 0.63615245), (168, 0.6297901), (216, 0.6123209), (294, 0.61159706)
87: (174*, 0.87640893), (181*, 0.8703764), (173, 0.7968096), (168, 0.7886885), (69, 0.7566997), (423*, 0.75448626), (1, 0.7368077), (56*, 0.7181402), (95, 0.71382934), (117, 0.7086592)
42: (204*, 0.9301985), (88*, 0.8943866), (28*, 0.85122406), (393, 0.83427846), (143*, 0.82589257), (174*, 0.8100667), (402*, 0.8080031), (117, 0.78420573), (742*, 0.77768713), (282*, 0.7466979)
292: (174*, 0.9238309), (89, 0.81492305), (172, 0.7784263), (474, 0.7548723), (121, 0.71095407), (191, 0.6849881), (134, 0.6825886), (185, 0.67429745), (175, 0.66730094), (257, 0.6627841)
20: (1*, 0.5406547), (50*, 0.54040396), (117, 0.46783954), (222, 0.4183025), (204*, 0.40675056), (742*, 0.3994302), (294, 0.3889805), (195, 0.36752856), (151*, 0.36524484), (546, 0.3543747)
13: (173*, 0.764939), (762*, 0.75815135), (248, 0.7571996), (195*, 0.7539549), (182*, 0.7487433), (246, 0.7438269), (423*, 0.7376559), (82*, 0.734126), (172*, 0.7164974), (122, 0.71393615)
138: (50, 0.6125779), (127, 0.50946546), (181, 0.49907193), (483*, 0.49859533), (7, 0.48149642), (174, 0.46947426), (276, 0.44372058), (9, 0.43482375), (191, 0.43055528), (197, 0.41649345)
60: (174*, 0.9798185), (427*, 0.83020717), (191, 0.8298631), (197*, 0.81520003), (357*, 0.81237674), (193, 0.7562978), (521, 0.75017285), (485*, 0.7437164), (504, 0.7394691), (657, 0.73249274)
57: (118, 0.9013127), (742, 0.8771738), (685, 0.708524), (7*, 0.6670822), (125*, 0.66594857), (1047*, 0.66527027), (147, 0.66391534), (298*, 0.65392697), (294*, 0.60357857), (591, 0.59779763)
223: (471, 0.80309254), (111*, 0.7911089), (15, 0.7589626), (748, 0.7476921), (322*, 0.67962915), (685, 0.65743184), (1047, 0.6436691), (815, 0.6403739), (25*, 0.63721037), (245, 0.62779754)
189: (50*, 0.8593411), (479*, 0.85626364), (514, 0.8389697), (197*, 0.83140457), (482, 0.8211367), (211, 0.8076671), (496*, 0.79478526), (174*, 0.7811895), (435, 0.7555922), (275*, 0.7440094)
243: (70, 0.6280452), (9, 0.6160536), (276, 0.583393), (15*, 0.56938547), (100, 0.5643159), (124, 0.5320433), (475, 0.5037903), (462, 0.5006894), (213, 0.49957538), (116*, 0.47214475)
92: (70, 0.862248), (151, 0.850318), (385*, 0.79653645), (550, 0.75214297), (215*, 0.7069924), (97, 0.69569653), (443, 0.6933116), (91*, 0.6795127), (228*, 0.66847926), (628*, 0.66381145)
241: (300*, 0.48637846), (328, 0.4626486), (258, 0.44612974), (302*, 0.42256004), (286*, 0.40359113), (333, 0.3903705), (307*, 0.38791367), (269, 0.38554716), (272, 0.36247945), (748, 0.35976377)
254: (294, 0.8149357), (403*, 0.75087756), (385, 0.7453003), (265*, 0.7310209), (161, 0.7142693), (127, 0.6625762), (195, 0.660914), (748, 0.66013706), (173, 0.64949006), (515, 0.6452107)
293: (79*, 0.8503309), (4*, 0.84211034), (216*, 0.83969015), (69*, 0.82052076), (174*, 0.8070426), (42, 0.75657624), (238*, 0.7475947), (153*, 0.7464539), (95, 0.7280919), (405*, 0.7209818)
127: (313, 0.49758023), (323, 0.4052105), (328, 0.39451912), (181, 0.39162084), (326, 0.3651814), (302, 0.35591817), (245, 0.35448244), (127, 0.34875932), (307, 0.34827623), (269, 0.34775907)
222: (405*, 1.004888), (117*, 1.0010507), (742*, 0.9339448), (82*, 0.9273264), (568*, 0.92241806), (11*, 0.9112391), (385*, 0.8385979), (7*, 0.8281205), (202*, 0.8041918), (367*, 0.8027509)
267: (96, 1.0218936), (195*, 0.985001), (176*, 0.9788297), (89*, 0.9563311), (183*, 0.9072951), (210*, 0.86999196), (79, 0.8537136), (231*, 0.8270639), (121*, 0.7924941), (184, 0.7646317)
11: (88*, 0.75733656), (202, 0.7083208), (655, 0.69681376), (423*, 0.6830412), (582, 0.66494197), (97*, 0.65908504), (50, 0.6583633), (25*, 0.6580596), (161, 0.6515936), (234, 0.6454288)
8: (222*, 0.5968713), (515, 0.5140006), (230, 0.5129866), (265, 0.509562), (294*, 0.47382513), (79*, 0.46187785), (121, 0.45683315), (288, 0.45513946), (250, 0.45228782), (271, 0.44646826)
162: (7*, 0.5582821), (257, 0.55306596), (100, 0.51005304), (405, 0.48002565), (250, 0.4244939), (127, 0.4126362), (118, 0.4095031), (172, 0.403532), (56, 0.39547667), (273, 0.39343044)
279: (168*, 0.8610605), (174*, 0.8382559), (568, 0.8037473), (82, 0.7952808), (475, 0.78796667), (79*, 0.7693152), (91, 0.73635596), (550*, 0.7280235), (235*, 0.71352726), (290*, 0.71162325)
145: (288, 1.2651293), (597*, 0.8734085), (147, 0.8661838), (328*, 0.8397891), (121*, 0.80328214), (405*, 0.7775576), (748, 0.74338824), (291, 0.7409724), (322, 0.74073875), (678*, 0.74068993)
28: (183, 0.7433748), (127, 0.5805892), (187, 0.5475701), (748, 0.53112966), (181, 0.5307401), (79*, 0.5295219), (89*, 0.5288686), (50*, 0.5191403), (182, 0.5009425), (53, 0.49652308)
135: (200, 0.51799953), (53, 0.5173959), (183*, 0.51726896), (219, 0.5155282), (665, 0.5081331), (218, 0.4728068), (184, 0.46616268), (164, 0.43825996), (98*, 0.43170542), (217, 0.42438406)
32: (7*, 0.6280354), (117*, 0.6185062), (1, 0.616426), (121, 0.6094974), (258, 0.50912696), (405*, 0.4973486), (237, 0.46554655), (273, 0.45888108), (127, 0.43685934), (597, 0.42207542)
90: (197*, 0.9336599), (479*, 0.854145), (134*, 0.8465361), (582, 0.838776), (603*, 0.8113308), (135*, 0.79377216), (170*, 0.78013617), (319, 0.74917537), (185*, 0.7429706), (427*, 0.7072737)
216: (7*, 0.8533636), (111, 0.7695979), (50*, 0.7603437), (64*, 0.75995225), (117, 0.7360711), (70, 0.7146153), (42*, 0.7131845), (367*, 0.70356077), (121, 0.6883736), (79*, 0.68454087)
250: (56*, 0.8106761), (300, 0.70385027), (181*, 0.69783145), (121, 0.65488565), (286, 0.61335933), (176, 0.57017994), (79, 0.5663243), (302, 0.56249315), (748*, 0.5620958), (318, 0.55452293)
271: (237*, 1.1535884), (275*, 0.9554834), (196*, 0.8171219), (483, 0.7966311), (151, 0.7847214), (143, 0.7666252), (294*, 0.7629577), (238*, 0.7187204), (153, 0.68104523), (471*, 0.6709895)
265: (121, 0.6746426), (294*, 0.6350978), (15*, 0.59201986), (405, 0.566116), (222, 0.53143436), (100*, 0.5157469), (288*, 0.50309724), (300*, 0.50075376), (546, 0.49901468), (151*, 0.4785629)
198: (204*, 0.90576595), (96*, 0.89444745), (183*, 0.8770385), (22, 0.82058585), (144, 0.77790207), (12, 0.7615972), (64*, 0.7319068), (405*, 0.7191276), (288, 0.71894985), (202, 0.7038773)
168: (237, 0.83469135), (125*, 0.78881526), (15*, 0.75670666), (471, 0.75276285), (50, 0.6405719), (25*, 0.6227044), (276*, 0.60942197), (111, 0.5797103), (9*, 0.5738536), (258*, 0.5562124)
110: (226*, 0.67361563), (294*, 0.66314465), (302, 0.62869227), (269, 0.61523056), (210, 0.60946643), (62, 0.58050734), (216, 0.5778751), (232*, 0.57666105), (229, 0.56717926), (172, 0.5631798)
58: (100*, 0.9803728), (168*, 0.82329965), (172*, 0.7545963), (209*, 0.726982), (357, 0.7225751), (8*, 0.67216206), (302, 0.65749866), (169*, 0.65341985), (64*, 0.6409683), (23, 0.6406344)
237: (194, 0.500759), (135, 0.49442804), (480, 0.48151153), (474*, 0.47380614), (654, 0.46433994), (484, 0.4551267), (482, 0.4360924), (427, 0.43144992), (318, 0.42577794), (496, 0.42567798)
94: (98*, 0.963538), (69*, 0.9493386), (79*, 0.9349768), (96*, 0.9144752), (172*, 0.9066087), (68*, 0.89556336), (732*, 0.89433336), (423*, 0.87008387), (550*, 0.860703), (50*, 0.8521796)
128: (69*, 1.0050291), (173*, 0.888227), (318, 0.8135074), (174*, 0.80261815), (692*, 0.79919094), (275*, 0.7973631), (111*, 0.7972861), (191*, 0.7888699), (95, 0.75723827), (125, 0.7477655)
44: (50*, 0.9159091), (172*, 0.89364666), (1*, 0.8367509), (405*, 0.7912992), (204*, 0.79127634), (117, 0.772964), (210, 0.7596999), (79, 0.7362631), (234, 0.6864037), (28, 0.6745592)
264: (98*, 0.72834986), (475*, 0.7278588), (182*, 0.64278096), (582, 0.62569493), (200*, 0.62469155), (302, 0.6199683), (276, 0.6014374), (9, 0.58586955), (179*, 0.5834406), (223, 0.5558352)
41: (172, 0.77248716), (204, 0.6932451), (210, 0.5984802), (183, 0.5977531), (173*, 0.59456575), (64, 0.58641446), (127, 0.5705378), (496, 0.56857896), (483, 0.56082994), (197, 0.5545316)
82: (151*, 0.9269082), (117, 0.90346897), (471, 0.7966669), (742, 0.77979773), (174*, 0.7416695), (98, 0.7158375), (257, 0.7079309), (282, 0.6968265), (132, 0.64570445), (845, 0.64008033)
262: (215, 0.80500996), (88, 0.8048365), (97, 0.7945801), (202, 0.76682717), (196, 0.74487144), (732, 0.7397381), (318*, 0.72097707), (173, 0.70551234), (168, 0.7046303), (25, 0.6889037)
174: (88*, 0.82204056), (66*, 0.8182701), (25, 0.8134374), (275, 0.8090206), (70*, 0.80805016), (313, 0.79224265), (732, 0.78929836), (692, 0.70722246), (283, 0.6805214), (274, 0.66002554)
43: (117*, 0.8987694), (70*, 0.8697446), (257*, 0.8568773), (15*, 0.8464824), (125, 0.8203569), (69*, 0.813189), (202*, 0.803004), (95*, 0.7798893), (82*, 0.7464795), (66*, 0.7260414)
84: (118, 0.75950104), (9, 0.7312533), (125, 0.7300135), (288, 0.7159539), (405*, 0.70063025), (471, 0.6976646), (181, 0.6728009), (50, 0.66296387), (127, 0.52682114), (258*, 0.5200271)
269: (12, 0.9272546), (174*, 0.842876), (4, 0.8028583), (79, 0.79862267), (28, 0.7623253), (215, 0.75959915), (9*, 0.7549964), (50*, 0.7449853), (175*, 0.7393309), (202*, 0.7356451)
259: (50, 0.59033805), (258, 0.5566666), (100, 0.5203946), (56, 0.5014608), (7, 0.486414), (300, 0.46778837), (1, 0.45003146), (237, 0.4168633), (127, 0.41351637), (174, 0.41351375)
85: (83*, 0.7905095), (194*, 0.74518394), (143*, 0.7426018), (603, 0.7404046), (275*, 0.7249958), (8*, 0.7118197), (185, 0.7046891), (100*, 0.68911123), (69*, 0.6889506), (98*, 0.6865999)
213: (127*, 0.8367145), (183, 0.7986949), (69*, 0.7626053), (176*, 0.75621736), (237, 0.73980445), (405*, 0.720202), (96, 0.70170504), (168, 0.6826196), (89, 0.66781974), (742, 0.6587224)
121: (237*, 0.9214505), (286, 0.8324552), (7, 0.82344973), (258, 0.7307626), (15, 0.7298219), (222, 0.68057895), (475, 0.6668241), (151, 0.6391825), (288, 0.5820839), (111, 0.5359995)
49: (288, 0.76821476), (433*, 0.7527313), (68*, 0.73694706), (273, 0.7210095), (4*, 0.7133561), (184, 0.683618), (226, 0.67847174), (24, 0.6773351), (70*, 0.65092176), (22, 0.6430056)
155: (286*, 0.5499791), (258, 0.54083633), (748*, 0.49567986), (333, 0.45832163), (313, 0.44797754), (302, 0.44098243), (678, 0.42471257), (307, 0.41590676), (289, 0.36898372), (301, 0.33801848)
68: (100, 0.7011511), (1, 0.6828443), (15, 0.6562407), (294, 0.6433323), (222, 0.5524932), (25*, 0.52995265), (151, 0.4967994), (546, 0.45639017), (748, 0.4222345), (300, 0.42127714)
172: (185, 0.2973574), (480, 0.27112594), (134, 0.2693645), (654, 0.26267758), (479, 0.26226208), (482, 0.24514), (498, 0.23859684), (135, 0.23025694), (170, 0.22632824), (484, 0.22609548)
19: (286, 0.297638), (269, 0.29700425), (302, 0.27534136), (300, 0.27255946), (272, 0.2427828), (328, 0.23696555), (294*, 0.22586934), (301, 0.21525893), (340, 0.2149626), (347, 0.2029962)
268: (56*, 0.99388075), (174*, 0.96753335), (22, 0.9498252), (184*, 0.9088974), (431, 0.90534604), (230*, 0.88514256), (210*, 0.8805144), (188*, 0.86416495), (62*, 0.86208314), (175, 0.805637)
5: (228*, 0.94539714), (82, 0.9021628), (568, 0.8417794), (195, 0.8349245), (96, 0.81352913), (161, 0.7453489), (550, 0.7403857), (265, 0.7167273), (91, 0.6956086), (566, 0.6939559)
80: (286, 0.34666932), (197, 0.26949957), (318, 0.2670309), (357, 0.26183572), (98, 0.26144), (191, 0.25212777), (275, 0.23907766), (216, 0.2320936), (56, 0.23054107), (174, 0.22396843)
66: (100, 0.71326774), (117*, 0.70158064), (222, 0.6162631), (118, 0.56984806), (276, 0.56560856), (151, 0.521088), (125, 0.48187023), (25, 0.47534588), (546, 0.44380492), (471*, 0.44248492)
18: (86*, 0.85076594), (199*, 0.81720465), (211*, 0.8088915), (50*, 0.80102515), (480*, 0.7693733), (660*, 0.7657882), (97*, 0.76234865), (479*, 0.7608102), (357*, 0.7565375), (173, 0.73423094)
26: (117*, 1.006426), (7*, 0.9047057), (237*, 0.85098267), (546*, 0.8127034), (286*, 0.7970688), (273, 0.69648796), (147, 0.6864209), (245, 0.6833743), (1586, 0.6399291), (235*, 0.633447)
130: (288*, 1.0449516), (117*, 0.9875947), (118*, 0.8554118), (172*, 0.8381351), (174*, 0.79160285), (550*, 0.7688386), (250*, 0.7659412), (926, 0.7360295), (826, 0.73376065), (273, 0.73162365)
256: (118*, 1.0527234), (121*, 1.0417196), (181*, 0.7925717), (281, 0.71154857), (148, 0.7013672), (111, 0.67847353), (393, 0.6435191), (69, 0.6359608), (7*, 0.63470227), (411, 0.63235784)
1: (100*, 0.98728395), (89*, 0.9076325), (475, 0.86576784), (176*, 0.765521), (403, 0.7430538), (433, 0.73039865), (98*, 0.72483814), (151*, 0.7182026), (173*, 0.7166984), (153*, 0.69220984)
56: (174*, 0.8529864), (121*, 0.81651133), (56*, 0.8094883), (22*, 0.7947967), (79*, 0.76474494), (117*, 0.7478046), (226*, 0.71826303), (229*, 0.71377546), (566, 0.7045208), (118*, 0.6883216)
15: (294, 1.0605956), (117, 0.9017198), (276, 0.87092566), (100, 0.8430842), (288, 0.8194563), (245, 0.75706947), (50*, 0.7554876), (151, 0.7519597), (222*, 0.7362703), (284, 0.6981964)
207: (50, 0.99028724), (1, 0.90588254), (121*, 0.8820324), (181*, 0.86418813), (25*, 0.81333554), (318*, 0.8057065), (7, 0.79631567), (172, 0.7957639), (168, 0.7913267), (423*, 0.7688364)
232: (269*, 0.69273245), (56*, 0.6723154), (174, 0.6336023), (12, 0.615395), (258, 0.5915028), (238, 0.58875585), (275*, 0.5720744), (7, 0.5475217), (216, 0.5380934), (204*, 0.5379911)
52: (50, 0.7005986), (181, 0.6460179), (1, 0.64487404), (286, 0.6062808), (127, 0.57521594), (276, 0.5536592), (7*, 0.5402349), (222, 0.52641314), (9, 0.5150593), (14, 0.4987538)
161: (172, 0.62513906), (357, 0.60745007), (1, 0.50900173), (173, 0.48931843), (216, 0.4853946), (64, 0.4831837), (210*, 0.48140252), (423, 0.46881136), (183, 0.46286818), (427, 0.46179405)
148: (174*, 0.5420138), (181*, 0.49297515), (89*, 0.4635657), (183, 0.45099214), (483, 0.44905674), (195, 0.4383226), (191*, 0.41756958), (176, 0.4144974), (228*, 0.41039196), (168*, 0.40503755)
125: (174*, 0.96016496), (173*, 0.882195), (423, 0.87437737), (22*, 0.7040809), (28*, 0.70051754), (98*, 0.67861855), (257, 0.6737973), (313, 0.6711499), (272, 0.65578836), (88*, 0.64627296)
83: (237, 0.9233569), (742, 0.9069326), (282, 0.82398516), (423*, 0.728823), (69*, 0.71804637), (284, 0.7086831), (763, 0.7077913), (393*, 0.7067033), (71*, 0.6891368), (1047*, 0.6673084)
272: (174*, 0.7129657), (318, 0.6574476), (176, 0.5731463), (195, 0.55496716), (64, 0.548485), (603, 0.53858936), (69*, 0.53482115), (100, 0.5330868), (185, 0.521077), (168, 0.5204404)
