# userId: recommendations in (itemId, ranking score) pairs, where a correct recommendation is denoted by symbol *.
196: (70*, 0.2822464), (216, 0.26134786), (275, 0.2569314), (168, 0.24785171), (83, 0.24751265), (116*, 0.23381878), (268, 0.23220108), (732, 0.22990398), (88, 0.22787037), (154, 0.2268427)
38: (229, 0.5077612), (294*, 0.50367516), (204, 0.502531), (210, 0.5003298), (230, 0.4940667), (228, 0.48020214), (755, 0.46978065), (143, 0.45874217), (568, 0.4573654), (181, 0.45608988)
102: (96*, 0.8864059), (50*, 0.8861014), (183*, 0.8540581), (82*, 0.8421713), (300*, 0.8254827), (431*, 0.8078498), (222*, 0.7896284), (234*, 0.7552979), (385*, 0.7116429), (678, 0.69970894)
63: (286*, 0.89987755), (288*, 0.68092525), (7, 0.6646148), (151, 0.62352145), (237*, 0.61137646), (117, 0.6102631), (475*, 0.60671216), (222*, 0.58020955), (275, 0.57676715), (313, 0.557231)
160: (475*, 0.8556023), (117*, 0.7568962), (121, 0.6702186), (181, 0.6540439), (9*, 0.6506897), (405*, 0.5826291), (222, 0.5668067), (257, 0.5660467), (515, 0.5490104), (12, 0.54055697)
50: (286*, 0.25125912), (7, 0.23764989), (9*, 0.22400112), (237, 0.21401186), (258, 0.20330356), (273, 0.1995162), (117, 0.19793591), (129, 0.1926452), (508*, 0.19161724), (742, 0.1804428)
301: (96*, 1.0508808), (161*, 0.9948505), (234, 0.99064237), (202*, 0.9719792), (403*, 0.9545378), (28*, 0.95287037), (88*, 0.83144474), (655*, 0.81587976), (238, 0.8058299), (294*, 0.78524935)
225: (357, 0.19301973), (133, 0.17589732), (483, 0.1732221), (318, 0.1720662), (427*, 0.17064032), (50, 0.16916877), (199, 0.16598666), (197, 0.16407521), (496, 0.16316651), (174, 0.1627416)
290: (172*, 0.91387343), (195, 0.8406236), (228*, 0.8145121), (173, 0.76918703), (230*, 0.7553502), (56, 0.7423559), (79, 0.71400535), (96, 0.7030214), (22*, 0.68846977), (132*, 0.68705577)
97: (174*, 0.60917467), (173*, 0.5108033), (210, 0.5076904), (204*, 0.5013415), (56, 0.4844947), (181, 0.47991464), (183*, 0.4734818), (483, 0.45060167), (211, 0.4500182), (176, 0.44973788)
157: (1*, 0.61194724), (257, 0.60391545), (7, 0.5910089), (121, 0.54225576), (276*, 0.5275311), (181, 0.5149673), (237, 0.5134939), (222, 0.507949), (151, 0.48342904), (258*, 0.47073555)
181: (687*, 1.0529554), (546*, 1.0383037), (831*, 1.0319365), (310, 0.99018866), (321*, 0.96387076), (820*, 0.92588174), (346, 0.9121409), (304*, 0.8843671), (330*, 0.8457881), (934*, 0.83260685)
278: (286*, 0.4522147), (300, 0.41825992), (313*, 0.3570527), (328, 0.31739327), (748, 0.2973118), (333, 0.2808134), (271, 0.26055446), (50, 0.25703138), (272, 0.25158226), (289, 0.24385533)
276: (226*, 1.2259666), (11*, 1.1862671), (568*, 1.1437635), (38*, 1.1093923), (231*, 1.10815), (233*, 1.0998691), (597*, 1.0679029), (33*, 1.0234135), (367*, 1.007775), (742*, 1.0036602)
7: (98*, 1.2094642), (218, 1.080725), (429*, 0.9822164), (50*, 0.9631019), (23*, 0.9610241), (199*, 0.9359064), (217*, 0.921337), (175*, 0.9178928), (705, 0.8768192), (525, 0.86891115)
10: (514, 0.90330637), (357*, 0.87731624), (318, 0.7845812), (427, 0.77952176), (127*, 0.769398), (187, 0.7231728), (435*, 0.72291595), (172, 0.6729529), (480*, 0.6724918), (204, 0.66886526)
284: (286*, 0.8867095), (294, 0.7641224), (288, 0.7407469), (326, 0.6857744), (245, 0.611988), (271, 0.60065246), (327, 0.5927342), (268*, 0.5860032), (323, 0.5739105), (879, 0.56312406)
201: (98*, 1.241247), (7*, 1.1478447), (23*, 1.0693774), (179*, 0.99009776), (582*, 0.954732), (238*, 0.95203024), (188*, 0.9503708), (187*, 0.94522744), (5, 0.9295323), (433, 0.8961688)
287: (258, 0.70032436), (117*, 0.69364697), (7, 0.66595787), (288, 0.64394885), (300, 0.5879421), (286, 0.5829361), (127, 0.5215271), (405, 0.5142759), (475, 0.4707307), (282, 0.45594373)
246: (229, 0.803217), (405, 0.7842507), (176*, 0.76607466), (230*, 0.76108897), (222, 0.757392), (62, 0.73032045), (144, 0.71374196), (234, 0.6900417), (168, 0.66983396), (7, 0.6671367)
242: (286, 0.20020452), (258, 0.18628047), (100, 0.1702538), (300, 0.16741882), (237*, 0.16421413), (269, 0.15924346), (111*, 0.1536011), (257, 0.14920035), (50, 0.14120889), (313, 0.14101599)
249: (127, 0.9863082), (276, 0.91534764), (475, 0.89972407), (79*, 0.83753705), (144*, 0.784636), (172*, 0.76016766), (98*, 0.71816677), (176*, 0.71105516), (151, 0.6981288), (282, 0.69711107)
99: (294*, 0.79602367), (117*, 0.7413096), (258*, 0.7275349), (1*, 0.6662118), (405*, 0.6315667), (546*, 0.6135316), (748*, 0.59030014), (127, 0.581282), (286, 0.57630813), (333, 0.56987816)
178: (117*, 1.2556325), (405*, 1.0512044), (11*, 0.96377933), (12*, 0.93684506), (173*, 0.9042448), (568*, 0.8738196), (182, 0.76462644), (216*, 0.7622352), (284*, 0.75903076), (298*, 0.75379515)
251: (117*, 0.9399486), (121*, 0.88169366), (100*, 0.87476885), (7*, 0.7526722), (127, 0.6666665), (276, 0.6496237), (15*, 0.612171), (742*, 0.6069717), (546, 0.5560012), (250*, 0.48748994)
81: (117, 0.5955285), (50, 0.5039828), (7*, 0.5038001), (15, 0.48499218), (181, 0.48164633), (111*, 0.4790058), (222*, 0.4730089), (257, 0.46355453), (125, 0.44318968), (282*, 0.43017375)
260: (300*, 0.41088995), (328, 0.37920108), (286, 0.3709778), (288*, 0.369427), (294, 0.3667459), (302, 0.32402247), (269, 0.32162213), (245, 0.28828374), (301, 0.2872646), (323, 0.28562686)
25: (50*, 0.82255805), (181*, 0.7434349), (100, 0.624976), (172, 0.56281316), (168, 0.5225914), (483, 0.4999976), (210, 0.49325454), (195*, 0.4807257), (496, 0.47465256), (89, 0.47242132)
59: (132*, 1.0408714), (443*, 1.0323422), (423*, 0.9743174), (174*, 0.9538689), (196*, 0.94307286), (25*, 0.90518814), (23*, 0.9001124), (215*, 0.8785495), (70*, 0.87830794), (1*, 0.866158)
72: (22, 0.85169345), (357*, 0.8261983), (69*, 0.81277966), (183, 0.76812494), (11, 0.7505738), (100*, 0.71490747), (23*, 0.70988095), (173, 0.7053462), (483, 0.67089635), (121*, 0.66377056)
87: (174*, 0.91683155), (96*, 0.81926996), (550*, 0.7953817), (168, 0.75730604), (173, 0.7461539), (1, 0.7065643), (403*, 0.7051231), (28, 0.6822322), (239*, 0.6798863), (186*, 0.6620399)
42: (393, 0.8706287), (143*, 0.8319774), (56, 0.8053955), (111*, 0.7927826), (22, 0.79001486), (95*, 0.78138816), (655*, 0.74959815), (8, 0.6891335), (133, 0.68319887), (186, 0.67341405)
292: (121, 0.8990811), (257, 0.8510457), (258, 0.72932374), (151*, 0.71461284), (172, 0.71187294), (89, 0.6765436), (237, 0.6052543), (187, 0.5840773), (474, 0.5827901), (294, 0.5752677)
20: (117, 0.5075248), (222, 0.4951079), (100, 0.44985178), (294, 0.44338304), (237, 0.429644), (210*, 0.41717964), (98*, 0.41489366), (173, 0.40910247), (56, 0.40772986), (127, 0.40538996)
13: (328*, 1.2034696), (307*, 1.0935072), (259, 1.0352159), (603*, 1.0282568), (211*, 1.0225831), (678*, 1.0121675), (134, 1.0097965), (313*, 1.004005), (333*, 0.97257733), (310*, 0.9636756)
138: (50, 0.5055941), (100*, 0.47250056), (127, 0.43622884), (181, 0.38448897), (174, 0.34894586), (7, 0.3351807), (276, 0.33393243), (237, 0.3271392), (135, 0.32475707), (514*, 0.32333624)
60: (474*, 0.95388526), (480*, 0.91535985), (527, 0.8507918), (127, 0.84179986), (181*, 0.8380672), (187, 0.83801097), (526, 0.81771404), (191, 0.8160768), (504, 0.8087454), (521, 0.75917345)
57: (117*, 0.9411493), (118, 0.8692553), (50*, 0.83034366), (742, 0.7825442), (471*, 0.7151699), (7*, 0.70039517), (25, 0.674236), (276, 0.6667377), (235, 0.6228823), (147, 0.6032947)
223: (15, 0.8310414), (237*, 0.8217411), (1*, 0.80997527), (300*, 0.7369277), (471, 0.7336426), (748, 0.6613133), (245, 0.65049064), (25*, 0.59845454), (1028, 0.57656944), (181, 0.576001)
189: (514, 0.7731865), (603*, 0.75772613), (174*, 0.7150812), (135*, 0.70204306), (237, 0.6982228), (515, 0.6933102), (357, 0.68334925), (474*, 0.66539586), (25, 0.6537249), (482, 0.64515793)
243: (70, 0.6050402), (216, 0.54570293), (100, 0.5456559), (111*, 0.51889646), (9, 0.47367674), (13*, 0.46512085), (204, 0.4579805), (97, 0.4275504), (213, 0.42328903), (202, 0.42190364)
92: (234*, 1.0094262), (403*, 0.996726), (11*, 0.96714264), (226*, 0.8995297), (240*, 0.8878162), (88*, 0.87900144), (550, 0.8749012), (237*, 0.8720403), (393*, 0.8706442), (70, 0.84875256)
241: (258, 0.56739485), (328, 0.5211252), (269, 0.50405127), (333, 0.48926926), (748, 0.443118), (326, 0.42263103), (301, 0.4092595), (272, 0.4078143), (289, 0.3872215), (340, 0.3866701)
254: (419*, 0.8621732), (95, 0.7304355), (1*, 0.7257192), (294, 0.68366593), (154, 0.6787153), (229*, 0.66607314), (185, 0.65042245), (168*, 0.64564997), (91, 0.61862427), (404, 0.6145484)
293: (318, 1.1117668), (182*, 1.0831566), (11*, 1.0343049), (423*, 0.9967336), (202*, 0.9728586), (655*, 0.95501226), (121*, 0.93802655), (58, 0.9353676), (180*, 0.92013913), (191, 0.902425)
127: (288*, 0.38908798), (313, 0.36829355), (269, 0.36285034), (328, 0.35095292), (748*, 0.3491972), (302, 0.30625853), (333, 0.2957396), (181, 0.27469677), (751, 0.25609645), (326, 0.25186712)
222: (1*, 1.0475085), (559*, 1.0409815), (82*, 1.0131508), (393*, 0.9744144), (204*, 0.9551879), (88*, 0.95449656), (7*, 0.9402712), (22*, 0.93834937), (125*, 0.9281154), (471*, 0.9073113)
267: (96, 1.0458981), (144*, 0.9946822), (210*, 0.9678362), (79, 0.9252787), (11, 0.7952792), (173, 0.7922228), (55*, 0.79189503), (188*, 0.780069), (4, 0.77903545), (12*, 0.76443744)
11: (202, 0.70800257), (655, 0.70526135), (88*, 0.6750285), (173*, 0.6414428), (168*, 0.63889813), (174, 0.6313667), (210, 0.6274475), (66, 0.6126322), (172, 0.61224866), (402*, 0.6084954)
8: (50*, 0.6181233), (22*, 0.5898397), (89*, 0.5070974), (181*, 0.4858997), (300, 0.44584286), (271, 0.44259095), (265, 0.435581), (12, 0.4340093), (568*, 0.4339373), (173, 0.43381953)
162: (121*, 0.44806296), (100, 0.44032726), (1*, 0.43797234), (405, 0.41294459), (222*, 0.39420325), (257, 0.39005476), (127, 0.35013142), (118, 0.33546254), (273, 0.33541033), (276, 0.3319571)
279: (235*, 1.1503857), (72, 1.142187), (455*, 1.0983716), (29*, 0.9631855), (67*, 0.95318335), (473, 0.92848295), (3, 0.91306555), (91, 0.9120283), (153*, 0.89851207), (367*, 0.89721787)
145: (288, 1.4949216), (273*, 1.1317725), (121*, 1.0528628), (322, 1.029396), (748, 1.0013621), (147, 0.96981996), (597*, 0.92663884), (323, 0.9236963), (245, 0.92321724), (300*, 0.9193231)
28: (181, 0.6333514), (183, 0.55864567), (164*, 0.55468374), (7*, 0.54922456), (300, 0.48889154), (217*, 0.4695049), (121, 0.45703435), (748, 0.43500087), (172, 0.42997026), (448*, 0.42800266)
135: (200, 0.49849504), (218, 0.40333462), (96, 0.38699847), (182, 0.3807542), (195, 0.37237564), (11, 0.3708118), (164, 0.36351433), (172, 0.36108813), (174, 0.35664842), (219, 0.35276562)
32: (1, 0.5704007), (7*, 0.56746894), (181*, 0.5224833), (121, 0.517348), (405*, 0.46255976), (237, 0.44275033), (258, 0.4422571), (298*, 0.3718472), (288*, 0.36917737), (127, 0.3681115)
90: (197*, 1.0471846), (483*, 0.9572037), (318*, 0.9369985), (705*, 0.8849977), (509*, 0.7829582), (127*, 0.768817), (124, 0.7665899), (663, 0.7652292), (528*, 0.75658303), (58, 0.74081)
216: (12*, 0.7417321), (69*, 0.7115108), (173, 0.6773909), (174*, 0.6669233), (318*, 0.6565388), (181*, 0.64627874), (121, 0.63705343), (117, 0.6288586), (210*, 0.6019823), (70, 0.59791845)
250: (286, 0.78352076), (7*, 0.7274005), (288*, 0.7178183), (294*, 0.71487623), (121, 0.6966448), (151*, 0.60202503), (300, 0.58432096), (172, 0.57414776), (176, 0.5500368), (405, 0.543116)
271: (216*, 1.0415635), (483, 0.97354615), (496*, 0.949772), (527*, 0.9426646), (127*, 0.91764337), (100*, 0.8700655), (603*, 0.85495114), (660*, 0.8446748), (199*, 0.8307152), (71, 0.8270633)
265: (121, 0.7309594), (405, 0.6341085), (50*, 0.6138239), (276, 0.5700369), (125*, 0.5559073), (222, 0.5525326), (597, 0.54500264), (288*, 0.5435153), (546, 0.52444166), (9, 0.501385)
198: (176*, 0.857474), (195*, 0.84815955), (183*, 0.8448593), (22, 0.81898135), (12, 0.816878), (144, 0.79221743), (423*, 0.7906332), (28, 0.773337), (117*, 0.7651456), (89*, 0.74841094)
168: (1*, 0.93457204), (237, 0.8562438), (405*, 0.8077057), (100*, 0.73713887), (471, 0.7306481), (111, 0.6747159), (50, 0.6329051), (276*, 0.61161554), (300*, 0.5760654), (9*, 0.5731528)
110: (328, 0.66725737), (385*, 0.6566351), (684*, 0.6180515), (210, 0.58187175), (4, 0.5644678), (62, 0.55893695), (302, 0.5498608), (227, 0.54281676), (403*, 0.53875744), (313*, 0.528691)
58: (100*, 0.9532003), (127*, 0.746002), (286, 0.7354765), (181*, 0.695263), (7*, 0.67536277), (14, 0.6500783), (153*, 0.63287294), (276, 0.62505054), (285, 0.61013484), (257*, 0.60103804)
237: (50, 0.44875273), (127*, 0.41449866), (135, 0.39888763), (474*, 0.38347965), (194, 0.37942788), (511, 0.3707784), (480, 0.3688692), (427, 0.36605936), (435, 0.36396337), (187*, 0.36042008)
94: (56*, 1.0845561), (161*, 0.97025055), (550*, 0.9340569), (196*, 0.9164633), (55*, 0.91427296), (228*, 0.9080782), (210*, 0.904984), (96*, 0.90296996), (219*, 0.9020702), (186*, 0.90189976)
128: (216*, 0.93650156), (69*, 0.92077017), (204*, 0.85579175), (286, 0.8498201), (88*, 0.8059687), (318, 0.7484483), (735, 0.6911642), (50*, 0.6846338), (313, 0.68390906), (8, 0.6663516)
44: (1*, 0.93735534), (174*, 0.9193862), (423*, 0.785952), (210, 0.77466565), (234, 0.7664988), (117, 0.76381767), (168*, 0.7193822), (79, 0.7021232), (127, 0.7017814), (265, 0.6862756)
264: (286*, 0.6006127), (238*, 0.55521035), (218, 0.5377919), (582, 0.52960485), (154, 0.5026746), (13, 0.4898226), (164, 0.47955126), (631, 0.46571895), (191, 0.4649973), (180, 0.45931605)
41: (172, 0.581133), (210, 0.51861167), (204, 0.5159677), (127, 0.5106989), (79, 0.48220104), (22, 0.45518637), (357*, 0.4497514), (89, 0.44058633), (216*, 0.4301533), (183, 0.42802697)
82: (1*, 1.0681175), (121*, 0.9266061), (117, 0.72770005), (7*, 0.6581535), (204, 0.6406399), (483*, 0.63657016), (172, 0.6243978), (423, 0.6193786), (845, 0.61683667), (498, 0.61193544)
262: (25, 0.75262773), (1*, 0.7303577), (88, 0.7200365), (97, 0.7191726), (196, 0.70877194), (215, 0.6861564), (423*, 0.6832303), (111*, 0.6817276), (151, 0.6644347), (202, 0.660238)
174: (25, 0.8237146), (275, 0.7791997), (274, 0.72348), (367, 0.68931514), (71, 0.6715598), (692, 0.6677757), (732, 0.6494641), (204*, 0.64340705), (97, 0.6298657), (283, 0.6114254)
43: (100*, 0.9209504), (117*, 0.8761468), (300*, 0.8737783), (173*, 0.8605821), (88*, 0.85578257), (210*, 0.82841563), (66*, 0.8258626), (125, 0.81877375), (288, 0.80689836), (174*, 0.80131596)
84: (50, 0.697001), (471, 0.69201607), (118, 0.64414823), (405*, 0.64188343), (181, 0.63549405), (9, 0.5960959), (125, 0.59305185), (288, 0.55971223), (222*, 0.54472613), (257, 0.5193375)
269: (185*, 0.90644264), (98*, 0.89124554), (179*, 0.8912197), (70*, 0.8769397), (211*, 0.8553844), (56*, 0.85480654), (174*, 0.8193672), (423*, 0.80078), (443, 0.79671806), (4, 0.792801)
259: (50, 0.6221925), (258, 0.6113129), (100, 0.57939494), (7, 0.49507004), (300, 0.47347036), (1, 0.46719652), (127, 0.42509836), (222, 0.42421532), (56, 0.40633523), (237, 0.39852652)
85: (514*, 1.001117), (168*, 0.9817686), (174*, 0.9497536), (134*, 0.9435564), (603, 0.9350399), (132*, 0.917003), (133*, 0.90234995), (423*, 0.88187724), (185, 0.8425075), (86*, 0.8299345)
213: (121*, 0.8874098), (174*, 0.78513175), (222*, 0.7428916), (151*, 0.72451633), (237, 0.7219874), (183, 0.7014492), (276, 0.6591593), (9, 0.648438), (357*, 0.58718723), (96, 0.5828515)
121: (7, 0.70340735), (1*, 0.69851214), (181*, 0.6526489), (237*, 0.6447043), (151, 0.55112165), (222, 0.5465114), (282*, 0.49541354), (471, 0.49355125), (475, 0.49287963), (15, 0.4472379)
49: (286, 0.84255826), (288, 0.78481233), (151*, 0.7192601), (7*, 0.7022036), (164, 0.6660269), (436, 0.66146797), (234, 0.63869303), (269, 0.63432163), (109, 0.6219429), (186, 0.6174414)
155: (258, 0.60049015), (313, 0.53571755), (333, 0.52435863), (302, 0.45096895), (269, 0.43931332), (289, 0.41227633), (307, 0.40121487), (301, 0.4004184), (272, 0.37030077), (678, 0.3692968)
68: (1, 0.59799457), (100, 0.56829345), (7*, 0.47598863), (151, 0.4670602), (257, 0.4612005), (15, 0.45450324), (294, 0.45408884), (222, 0.45036083), (25*, 0.41947356), (742*, 0.4138136)
172: (134, 0.16674004), (654, 0.1661032), (479, 0.16030368), (483*, 0.14992937), (474, 0.1491768), (187, 0.14867456), (180, 0.14753655), (657*, 0.14541492), (182, 0.14493068), (521, 0.14481828)
19: (286, 0.31208163), (269, 0.2588579), (302, 0.23867232), (300, 0.21713614), (294*, 0.2084993), (333, 0.19780655), (328, 0.18706447), (301, 0.17936637), (340, 0.1757894), (272, 0.17393202)
268: (403*, 1.1366861), (96*, 1.0277267), (226*, 0.97689945), (250*, 0.97463083), (89*, 0.96926874), (210*, 0.96007055), (431, 0.95544225), (217*, 0.9482609), (568*, 0.91682243), (175, 0.91589344)
5: (91, 0.78182685), (99*, 0.77675885), (588, 0.7642092), (228*, 0.7355273), (82, 0.6719857), (208*, 0.6662604), (210*, 0.65801114), (419*, 0.65225756), (386*, 0.6508269), (172*, 0.62436134)
80: (98, 0.26621366), (216, 0.25670105), (318, 0.25503448), (204, 0.25467572), (357, 0.24868938), (191, 0.244905), (286, 0.244213), (174, 0.24223503), (197, 0.23634121), (69, 0.23472895)
66: (100, 0.6989937), (50*, 0.62042505), (118, 0.54778403), (276, 0.54203504), (222, 0.5247485), (258*, 0.49737117), (151, 0.4972865), (15*, 0.4634541), (25, 0.4264987), (546, 0.42204252)
18: (168*, 0.9976458), (194*, 0.966003), (462*, 0.95037186), (202*, 0.94690645), (133*, 0.94018227), (134*, 0.937509), (153*, 0.9372291), (318*, 0.9320441), (83*, 0.9229066), (357*, 0.8770511)
26: (257*, 1.0443257), (276*, 0.9354084), (222*, 0.90934086), (294*, 0.8908044), (748*, 0.7472396), (546*, 0.74037397), (298*, 0.7339477), (275, 0.66833353), (255*, 0.66739213), (147, 0.6604762)
130: (258*, 1.0760622), (117*, 1.0375378), (273, 0.9959563), (118*, 0.9031086), (333*, 0.9009685), (62*, 0.89978915), (323, 0.89967656), (576, 0.8637805), (235*, 0.8597496), (56*, 0.8513536)
256: (546*, 0.962161), (237*, 0.8285907), (411, 0.7976172), (591*, 0.7057206), (410, 0.6905194), (763, 0.6900653), (22*, 0.6638969), (148, 0.6561408), (71, 0.6558946), (111, 0.65558875)
1: (50*, 1.1273738), (174*, 1.0450065), (204*, 1.0354851), (181*, 0.9508936), (475, 0.89040846), (202*, 0.8830269), (179*, 0.8276353), (403, 0.7968484), (318, 0.7691656), (423, 0.7619715)
56: (172*, 0.86611354), (121*, 0.79839635), (568*, 0.7886117), (227*, 0.78351265), (144*, 0.7594388), (71*, 0.7591414), (96*, 0.7543327), (88*, 0.7542226), (265*, 0.7205496), (56*, 0.7169829)
15: (294, 0.92096543), (300*, 0.88284254), (288, 0.81202626), (117, 0.8110349), (121*, 0.78777903), (100, 0.7660684), (118*, 0.75951356), (25*, 0.70901847), (245, 0.7080924), (276, 0.6758669)
207: (64*, 0.93420726), (50, 0.90417683), (56*, 0.8839388), (276*, 0.81226116), (172, 0.8039283), (216*, 0.78502446), (237*, 0.7844293), (210*, 0.7760915), (187*, 0.72759926), (9*, 0.70263386)
232: (286*, 0.7364513), (174, 0.6377619), (258, 0.61853254), (191*, 0.57181907), (98*, 0.56156605), (168, 0.5357913), (300, 0.5312114), (56*, 0.5156415), (79, 0.5144214), (210, 0.51397085)
52: (1, 0.67704445), (237*, 0.6556836), (50, 0.5994663), (181, 0.5462408), (276, 0.54253936), (111*, 0.522447), (222, 0.5001699), (118, 0.4794443), (9, 0.47463486), (286, 0.41908026)
161: (1, 0.51049006), (172, 0.4399475), (173, 0.41021982), (121, 0.40814975), (79, 0.39187798), (204*, 0.39155045), (357, 0.38748372), (318*, 0.37632564), (222, 0.3695919), (117, 0.36326763)
148: (100, 0.5251721), (173*, 0.50324583), (151*, 0.4975067), (210, 0.47167978), (183, 0.459674), (154, 0.45659506), (176, 0.43780166), (423, 0.4336106), (121, 0.43076754), (135*, 0.4306297)
125: (172*, 0.8072474), (732*, 0.7156988), (154, 0.7116146), (451*, 0.70960224), (423, 0.6774326), (588, 0.6704572), (228, 0.66195375), (496*, 0.649105), (161, 0.6479227), (89, 0.63796085)
83: (125*, 0.8310661), (237, 0.76906264), (111*, 0.76606125), (742, 0.72674567), (71*, 0.6839641), (282, 0.68288946), (222, 0.6440931), (181*, 0.63332564), (284, 0.61385757), (202, 0.5905343)
272: (98*, 0.51667476), (182, 0.46282083), (195, 0.44120234), (176, 0.4390184), (318, 0.42697078), (64, 0.41517866), (180, 0.41462725), (194*, 0.4129701), (12*, 0.40956244), (135, 0.40897802)
