# userId: recommendations in (itemId, ranking score) pairs, where a correct recommendation is denoted by symbol *.
210: (159, 0.6676366), (31, 0.64881635), (549, 0.63277155), (157, 0.5780916), (45, 0.5601898), (1074, 0.55961245), (1135, 0.50658023), (356, 0.4944871), (67, 0.47893444), (636, 0.47300252)
224: (91, 0.08980261), (735, 0.08914088), (722, 0.086051755), (928, 0.08320965), (969, 0.07644353), (87, 0.073394775), (956, 0.067973904), (713, 0.06715564), (651, 0.0669868), (606, 0.0654488)
303: (313, 0.12179208), (628, 0.08279617), (924, 0.08082213), (356, 0.07820709), (373*, 0.07672022), (541*, 0.07455276), (125*, 0.06680063), (276*, 0.06356569), (946, 0.06302936), (637, 0.060753744)
122: (45, 0.16029252), (458, 0.13509366), (157, 0.13275033), (420, 0.12942523), (629, 0.12618802), (159, 0.125838), (1135, 0.11922498), (67, 0.118466236), (735, 0.11386799), (636, 0.11071987)
194: (684, 0.12820381), (31*, 0.12648103), (313, 0.10287851), (470*, 0.08106706), (300, 0.08032891), (420, 0.077283196), (63, 0.07182934), (528, 0.062134568), (205*, 0.059210233), (650, 0.053538937)
291: (373, 0.4164837), (541, 0.4040685), (434, 0.340464), (444, 0.30668917), (652, 0.30373016), (656, 0.2975361), (890, 0.27747467), (101*, 0.2760811), (83, 0.2550434), (710, 0.24709763)
234: (647*, 2.7938907), (684, 2.6932495), (525*, 2.358037), (607*, 2.063195), (615*, 2.0250983), (297, 1.9527403), (633, 1.7346843), (459, 1.7052729), (1050*, 1.5782542), (510*, 1.536578)
119: (956, 0.22020395), (270, 0.20810682), (42, 0.17252865), (722, 0.17002693), (1446, 0.16690737), (1221, 0.16265354), (342, 0.15073067), (582, 0.14535326), (1008, 0.13611653), (1226, 0.12952721)
167: (519, 0.07845622), (528, 0.072513476), (657, 0.06381906), (525, 0.058242153), (434, 0.057079416), (428, 0.056282636), (650, 0.055729207), (489, 0.05545713), (157, 0.052474044), (490, 0.05199873)
299: (42, 0.17484899), (956, 0.14353536), (116, 0.13069302), (458, 0.12742294), (223, 0.11684331), (1008, 0.113365166), (639, 0.10020425), (1101, 0.091196455), (656, 0.09076931), (276*, 0.090447776)
308: (636, 2.6028957), (675*, 2.0938172), (549, 1.9188439), (646*, 1.8292702), (136, 1.7262045), (607*, 1.6944942), (444, 1.5963472), (606, 1.5770391), (639, 1.5660206), (503, 1.5629836)
95: (684, 0.21429616), (722, 0.18747336), (76, 0.17853063), (969, 0.15960753), (735, 0.15481782), (1074, 0.14444138), (606, 0.14430796), (1446, 0.14318404), (503, 0.13823368), (956, 0.13674617)
38: (435, 0.06253691), (722, 0.061628684), (391, 0.05591687), (373, 0.05346046), (1135, 0.051297646), (636, 0.04961184), (608, 0.046598442), (159, 0.045766428), (282, 0.04543753), (928, 0.045107417)
102: (157, 1.3941355), (205, 1.0831264), (527, 1.0053415), (428, 0.990529), (434, 0.97895527), (521, 0.9632944), (282, 0.9048866), (470, 0.8969043), (31, 0.8697972), (657, 0.85874385)
63: (313, 0.6156447), (825, 0.47157934), (628, 0.47079298), (42, 0.4700232), (521, 0.39433584), (582, 0.38586733), (223, 0.3416346), (270, 0.3250693), (87, 0.32431915), (125, 0.3203491)
160: (521, 1.1148456), (313, 1.0524266), (223, 1.0167612), (42, 0.95731324), (582, 0.9055924), (300, 0.82299745), (282*, 0.7589145), (116, 0.75751203), (124*, 0.75039417), (45, 0.7364401)
50: (45, 0.3114825), (825, 0.28133893), (628, 0.2534619), (713, 0.24954957), (313, 0.22726259), (170, 0.22492504), (735, 0.2093865), (276*, 0.2068089), (42, 0.20573393), (928, 0.20290023)
301: (136, 1.1102039), (356, 1.1027359), (650, 0.91998714), (628, 0.9080358), (629, 0.87187797), (549, 0.8517792), (584, 0.8492173), (101, 0.8277228), (45, 0.8249108), (633, 0.8208921)
225: (528, 0.5658442), (684, 0.5043635), (519, 0.46849966), (657, 0.460754), (490, 0.45146617), (489, 0.42609018), (495, 0.38119644), (502, 0.376152), (313, 0.37527066), (613, 0.3675567)
290: (313, 0.121742755), (684, 0.081067935), (282, 0.0676736), (300, 0.064889304), (226, 0.06158682), (276, 0.055016045), (157, 0.05184987), (63, 0.050175726), (735, 0.05016963), (628, 0.04555925)
97: (313, 0.6836738), (657, 0.59463567), (527, 0.55939376), (300, 0.5115713), (205*, 0.501091), (510, 0.48629168), (519, 0.4821974), (523, 0.44150007), (525, 0.42001277), (675, 0.41596848)
157: (300, 0.6642877), (282, 0.50450766), (124, 0.49535844), (125, 0.4400318), (651, 0.42653635), (713, 0.40629864), (87, 0.40042618), (270, 0.36324036), (582, 0.3424236), (628, 0.33162335)
181: (825*, 0.696028), (313, 0.5613251), (42, 0.5394791), (722, 0.49280325), (342, 0.48221973), (45, 0.4522952), (282*, 0.4378135), (549, 0.4030799), (1008*, 0.39700946), (541, 0.38996142)
278: (300, 0.3764009), (91, 0.31362605), (276, 0.3066941), (239, 0.2899819), (282, 0.28181052), (125, 0.26686516), (203, 0.24790144), (418, 0.24432452), (651, 0.2404873), (435, 0.23697622)
276: (236, 0.503356), (946, 0.45552176), (434, 0.4454092), (444, 0.4373556), (83, 0.3737406), (656, 0.35420674), (940, 0.35419786), (722, 0.34703568), (358*, 0.32822317), (998, 0.31890523)
7: (825, 2.6017458), (490, 2.0326102), (159, 1.9148799), (1050, 1.8857772), (1126, 1.7598808), (30, 1.6065927), (525, 1.567788), (67, 1.536318), (45, 1.4693414), (503*, 1.4619222)
10: (45, 1.6611313), (528, 1.4734716), (481, 1.3330594), (482*, 1.1437356), (675, 1.067851), (490, 1.0443827), (434, 1.0252463), (136, 1.0163416), (537, 0.9344489), (636, 0.9074698)
284: (276, 0.09342985), (282, 0.06695997), (651, 0.061040256), (713, 0.059334613), (125, 0.058661114), (87, 0.058500607), (124, 0.0564141), (582, 0.05221752), (116, 0.050967034), (91, 0.049879286)
201: (170, 1.2158221), (722, 1.1305206), (1226, 1.1164887), (159, 1.0618316), (420, 1.0207337), (656*, 1.0058297), (297, 0.9640812), (223*, 0.9491963), (664, 0.94180983), (42*, 0.93736404)
287: (83, 0.25374466), (236, 0.24425015), (180, 0.2073713), (124, 0.20033875), (373, 0.19459635), (116, 0.19343537), (391, 0.19159383), (541, 0.1853381), (342, 0.1741995), (940, 0.17123608)
246: (157, 0.9999339), (584, 0.9501451), (391, 0.92660147), (636, 0.8786087), (31, 0.8658657), (928, 0.7912134), (825, 0.776883), (358, 0.7752891), (562, 0.7522653), (434, 0.749108)
242: (313, 0.11445302), (276, 0.07625297), (42, 0.07470513), (713, 0.0719153), (270, 0.06392963), (825, 0.058278844), (928, 0.057972085), (300, 0.056266867), (282, 0.0555092), (722, 0.053096842)
249: (45, 0.268651), (956, 0.24915333), (458, 0.23996414), (42*, 0.20265791), (170, 0.19883673), (1226, 0.15735176), (1008, 0.15366358), (1074, 0.15197265), (116, 0.14238733), (735, 0.14051026)
99: (825, 0.35990396), (924, 0.34301335), (713, 0.307979), (633, 0.27056232), (356, 0.26110885), (582, 0.26041573), (31, 0.2550462), (928, 0.252693), (170, 0.24376236), (684, 0.24345946)
178: (549*, 1.0581226), (628*, 1.0262754), (356, 0.9118), (924, 0.87624294), (928, 0.8490678), (159, 0.83890575), (282*, 0.76341355), (722, 0.7528843), (170, 0.6946362), (636, 0.6922606)
251: (276, 0.105138436), (713, 0.07030664), (928, 0.067848235), (582, 0.06511343), (87, 0.06258845), (31, 0.06205824), (628, 0.06100179), (651, 0.060261294), (239, 0.05892994), (91, 0.05740551)
81: (313, 1.0778582), (300, 0.70628214), (582, 0.6587307), (628, 0.62070316), (713, 0.61511654), (825, 0.6008489), (223, 0.56935257), (125, 0.50887203), (521, 0.50852996), (87, 0.49779016)
260: (276, 0.15080735), (282, 0.12434454), (125, 0.09585186), (270*, 0.09394145), (435, 0.08544969), (651, 0.08441007), (87, 0.07902045), (236, 0.07891124), (83, 0.078008875), (713, 0.07617195)
25: (313, 0.18765731), (601, 0.16604793), (610, 0.14543337), (519, 0.13669653), (136, 0.13363314), (613, 0.13169782), (528, 0.13053784), (608, 0.1291331), (91, 0.1288105), (607, 0.12626643)
59: (495, 2.2143493), (530, 1.9793744), (493, 1.85141), (537, 1.8029766), (628, 1.7555138), (614, 1.7055538), (31, 1.6054964), (601, 1.5339315), (967, 1.5165792), (358, 1.4280933)
72: (157, 1.209331), (31, 1.104395), (735, 1.0824237), (136, 1.0231302), (633, 0.9431995), (584, 0.8845721), (702, 0.8612681), (481, 0.8427895), (502, 0.8251861), (470, 0.8249208)
87: (31, 1.7975242), (470, 1.6260256), (636, 1.5373207), (226, 1.5146316), (356, 1.2784352), (159, 1.2234356), (420, 1.213176), (710, 1.2047589), (136, 1.0399524), (41, 1.0137508)
42: (31, 1.4122818), (549, 0.9289649), (628, 0.8428389), (170, 0.8131678), (1074, 0.748122), (1221, 0.6977387), (356, 0.69643134), (473, 0.69523954), (702, 0.68172896), (124, 0.6643474)
292: (313, 1.9632895), (435, 1.7171584), (527, 1.631845), (521, 1.1953567), (582, 1.0829512), (205, 0.91310817), (519, 0.8827997), (651, 0.8825736), (116, 0.8544198), (434, 0.82865703)
20: (313, 0.677409), (628, 0.46633592), (713, 0.44263875), (825, 0.42276976), (300, 0.40209702), (276, 0.3978752), (31, 0.36096522), (928, 0.33747187), (136, 0.30047467), (123, 0.29933003)
13: (373, 0.15278754), (236, 0.14791383), (713, 0.14487188), (42*, 0.14308731), (83*, 0.14077018), (928, 0.1240373), (91*, 0.12135822), (434, 0.117119335), (606*, 0.11632541), (607, 0.11623995)
138: (521, 0.581032), (481, 0.5393976), (675, 0.5318496), (527, 0.5314958), (482, 0.52833414), (657, 0.5141971), (528, 0.50392), (489, 0.44930157), (656, 0.44722888), (434, 0.43981865)
60: (136*, 2.11408), (607, 1.8011262), (434*, 1.682364), (170, 1.6758621), (481, 1.6741307), (657, 1.6618137), (495*, 1.6393495), (503, 1.6246474), (614, 1.540215), (530, 1.4872582)
57: (628, 0.53122824), (270, 0.37966192), (124, 0.37551022), (684, 0.37514025), (924, 0.37111643), (276, 0.3357813), (342, 0.33549127), (825*, 0.3186916), (300, 0.31340095), (136, 0.2829002)
223: (276*, 0.9357734), (651, 0.5906903), (435, 0.56787735), (628, 0.56502455), (582, 0.5265113), (527, 0.5248371), (87, 0.5147044), (31, 0.50629306), (24, 0.46819487), (83, 0.46121296)
189: (170*, 1.5593024), (956, 1.1221914), (606, 0.98727846), (482, 0.93255347), (527*, 0.8455247), (1121, 0.8089941), (502, 0.770105), (549, 0.7680759), (805, 0.75988406), (490, 0.70645046)
243: (42, 0.0916513), (276, 0.084408686), (313, 0.08274782), (170, 0.074013956), (521, 0.06805947), (45, 0.067158446), (458*, 0.06319302), (735, 0.06083518), (956, 0.059318677), (282, 0.057721082)
92: (300, 2.2552724), (713, 1.9484189), (924, 1.8751925), (159*, 1.834205), (633, 1.595876), (358, 1.3873106), (326, 1.3778689), (83, 1.3215553), (420, 1.2499509), (239*, 1.1078943)
241: (313*, 0.11528801), (276, 0.108829975), (628, 0.089881726), (282, 0.0846366), (124, 0.078210264), (582, 0.07400623), (270*, 0.073040925), (1446, 0.06805423), (87, 0.06787025), (473, 0.06631397)
254: (313*, 0.058648907), (373, 0.04370402), (434, 0.042878844), (684, 0.04232119), (391, 0.041646365), (636, 0.040582746), (657, 0.04048307), (226, 0.038876086), (31, 0.037535705), (608, 0.036048356)
293: (458, 2.2378826), (470, 1.8923513), (735, 1.7327112), (170, 1.6206392), (1045, 1.5710437), (481, 1.5427772), (473, 1.5113575), (63, 1.4570662), (656, 1.3843368), (502*, 1.3615664)
127: (313, 0.34284282), (276, 0.29519522), (435, 0.22216304), (282, 0.21973036), (521, 0.18456656), (628, 0.18325739), (527, 0.17997868), (582, 0.1670256), (125, 0.15705408), (651, 0.1557263)
222: (684, 2.9854195), (356*, 2.0977018), (420, 2.041591), (924, 1.7007582), (562, 1.6455277), (928, 1.4445584), (76, 1.406017), (42, 1.3739442), (584, 1.3308276), (1118, 1.30346)
267: (636, 1.4681649), (628, 1.3288376), (356, 1.2271491), (420, 1.1767564), (435, 1.1725248), (159*, 1.0675796), (521, 1.0262517), (527, 1.000385), (90, 0.8897988), (502, 0.87834436)
11: (159, 0.5864108), (31, 0.57650346), (684, 0.55525476), (1074, 0.5470562), (67, 0.5346822), (45, 0.52138275), (420, 0.51960486), (76, 0.47817993), (928, 0.466944), (1221, 0.46230876)
8: (313, 0.12893382), (628, 0.091916464), (282, 0.08285814), (391, 0.07526355), (924, 0.07316765), (31, 0.07035818), (300, 0.06811649), (356, 0.067521036), (226, 0.06675843), (928, 0.065333806)
162: (825, 0.14577623), (924, 0.11512783), (713, 0.112765014), (541, 0.107626714), (928, 0.10568099), (270, 0.10390841), (722, 0.09953311), (282, 0.09736794), (735, 0.09728646), (633, 0.09513102)
279: (205, 2.2013516), (270, 1.9813855), (656, 1.5857389), (362, 1.4196621), (1285, 1.3959095), (1076, 1.389109), (510, 1.2572416), (607, 1.2186939), (340, 1.2160406), (358, 1.1977644)
145: (391, 0.12998264), (541, 0.10925142), (444, 0.10377807), (722, 0.099486046), (434, 0.09699484), (373, 0.0969524), (125, 0.08683904), (420, 0.085607454), (83, 0.08431285), (358*, 0.080627725)
28: (633, 0.38567716), (675, 0.3682714), (656, 0.31506157), (391, 0.3134191), (521, 0.31176457), (519, 0.29245144), (615, 0.28905353), (608, 0.28234282), (639, 0.2776868), (664, 0.27347916)
135: (157, 0.42992243), (435, 0.36167943), (684, 0.35245523), (628, 0.34318286), (124, 0.33309647), (226*, 0.32519192), (300, 0.29458377), (31, 0.29360944), (636, 0.28840804), (527, 0.27011368)
32: (825, 0.3538711), (521, 0.2720944), (31, 0.26889974), (282, 0.25912312), (633, 0.2552376), (924, 0.25490794), (300, 0.22710371), (226, 0.22600763), (713, 0.21884374), (356, 0.21441372)
90: (956, 0.942321), (458, 0.7154179), (1008, 0.55154043), (664, 0.54271644), (503, 0.527072), (297, 0.4998769), (675, 0.48515376), (1226, 0.47776577), (116, 0.44430533), (582, 0.43275583)
216: (31, 0.93919706), (521, 0.704407), (825, 0.6914288), (713, 0.6538421), (313*, 0.64546424), (159, 0.64122933), (684, 0.6134636), (924, 0.60593307), (226*, 0.5716577), (549, 0.55870456)
250: (735, 1.3866729), (300, 1.168999), (282, 1.1422818), (124, 1.0658567), (223*, 1.0340523), (125, 0.9876139), (527*, 0.9020075), (316, 0.8868639), (31, 0.8802234), (928, 0.8435583)
271: (136*, 1.4768473), (702, 1.2228297), (684, 1.1986175), (45, 1.1536247), (628, 1.1230497), (473, 1.0176361), (606, 1.0173535), (519, 0.9381341), (584, 0.93088794), (633, 0.878354)
265: (313, 0.84005696), (31, 0.512793), (276, 0.5016696), (300*, 0.43961763), (684, 0.35674298), (735, 0.3402554), (928, 0.33167312), (924, 0.3243281), (713, 0.31251138), (582, 0.3057482)
198: (157, 0.8168812), (628, 0.78694856), (420, 0.6703499), (124, 0.64922625), (226, 0.64642197), (924, 0.5079843), (470*, 0.5060891), (159, 0.49413428), (633, 0.48768973), (435, 0.47356883)
168: (628, 0.37595022), (124, 0.28757197), (825, 0.26080754), (313*, 0.2554535), (270, 0.24709891), (722, 0.22002542), (713, 0.21426433), (300*, 0.2138256), (582, 0.2136764), (356, 0.21069469)
110: (373, 0.109235115), (282, 0.10918565), (270, 0.10242556), (728, 0.09068403), (924, 0.086433694), (342, 0.08367275), (1446, 0.08339338), (710, 0.08037576), (239, 0.079880275), (833, 0.07856996)
58: (276, 0.080674194), (582, 0.06997813), (713, 0.063012145), (735, 0.05835147), (170, 0.05717378), (282, 0.057010803), (928, 0.052743122), (628, 0.049644325), (825, 0.049357295), (458, 0.04902144)
237: (519, 0.90012884), (170, 0.74388105), (657, 0.7152181), (434, 0.69104666), (490, 0.6607307), (101, 0.63052136), (527, 0.6285184), (428, 0.61995935), (136, 0.609427), (521, 0.586001)
94: (1074*, 2.790348), (549*, 2.6330733), (956, 2.0230093), (628, 1.9913967), (924, 1.8583981), (467*, 1.819752), (1118*, 1.416018), (1478, 1.3776165), (503, 1.3357655), (972, 1.3259614)
128: (31, 1.4167001), (313, 1.3751166), (628, 1.1456703), (473, 1.0805597), (521, 1.0621918), (124, 0.9732533), (527, 0.9624365), (735, 0.9465732), (528, 0.9391312), (170, 0.90541434)
44: (226, 0.07712316), (735, 0.06601293), (282, 0.061888482), (684, 0.06172223), (435, 0.060609065), (420, 0.05847451), (928, 0.058219798), (628, 0.057761673), (391, 0.055242997), (300, 0.054065775)
264: (170, 1.3592292), (735, 1.3215514), (45, 1.2405111), (458, 0.9163035), (713, 0.8835478), (1008, 0.84333456), (83, 0.81249297), (313, 0.811875), (956, 0.7694458), (664, 0.7606448)
41: (300, 0.6127747), (527, 0.5895922), (91, 0.49032724), (239, 0.4765568), (651, 0.44093782), (582, 0.42751345), (316, 0.4258519), (418, 0.41040006), (282, 0.40908372), (684, 0.38877064)
82: (528, 0.5177719), (136, 0.5081196), (521, 0.4962599), (490, 0.48108461), (675, 0.4795122), (489, 0.4693868), (502, 0.43651843), (482*, 0.43465966), (657*, 0.43437338), (613, 0.41404772)
262: (313, 0.09498653), (31, 0.06341435), (684, 0.056290533), (969, 0.0553917), (722, 0.055323493), (928, 0.0541832), (159, 0.053907286), (282, 0.050074708), (239, 0.04837608), (549, 0.046596505)
174: (735, 0.593763), (1221*, 0.5350797), (373, 0.52841496), (549, 0.4362362), (956, 0.42973164), (42, 0.42591226), (76, 0.42487967), (728, 0.40908468), (270, 0.3808641), (783, 0.3669486)
43: (282, 1.9321512), (239, 1.8358533), (125, 1.8053378), (651, 1.7463052), (31, 1.7184843), (582, 1.6337787), (684*, 1.5467913), (527, 1.5075091), (87, 1.474251), (418*, 1.4617668)
84: (313, 0.14906447), (300*, 0.12090546), (825, 0.11570702), (270, 0.105528265), (713, 0.09291079), (924, 0.08897566), (125, 0.08661636), (31*, 0.084239356), (633, 0.080852516), (521, 0.0757659)
269: (45, 0.2813842), (458, 0.23481709), (223, 0.1806595), (656, 0.16821639), (1226, 0.16613974), (1008, 0.15935302), (420, 0.1489477), (637, 0.14026691), (159, 0.13903093), (297, 0.13746782)
259: (735, 0.67169887), (91, 0.50950104), (713, 0.46875906), (239, 0.4436165), (83, 0.43269262), (276, 0.39604688), (282, 0.39506534), (300, 0.38646623), (125, 0.38264304), (123, 0.36842516)
85: (276, 0.11388798), (170*, 0.10116689), (116, 0.08243695), (223, 0.07725081), (42*, 0.07630219), (651, 0.072764084), (490, 0.07012546), (434, 0.06754385), (647*, 0.0628214), (956, 0.061742038)
213: (124, 0.5144993), (549, 0.41826895), (45, 0.38841623), (584, 0.3507323), (159, 0.33418596), (628*, 0.33236107), (702, 0.32068905), (636, 0.31877035), (123, 0.31546807), (529, 0.30042288)
121: (276*, 0.106851526), (223, 0.09122981), (42, 0.08982502), (300*, 0.08636977), (735, 0.08428746), (45, 0.08416366), (116, 0.08378716), (956, 0.07846328), (283, 0.06878362), (170, 0.06870741)
49: (83, 1.6473552), (521, 1.3809445), (276, 1.1804688), (180, 1.180246), (282, 1.0218813), (735, 1.0152961), (236, 1.0138863), (713*, 1.0063248), (391, 0.9376395), (434, 0.8734783)
155: (313, 0.277573), (276, 0.1757537), (435, 0.1481422), (282, 0.13747983), (582, 0.11251734), (527, 0.106538385), (125, 0.106299214), (651, 0.10544606), (87, 0.10065863), (523, 0.084174976)
68: (313, 0.13368724), (628, 0.09959534), (31, 0.09782523), (722, 0.093666114), (582, 0.09306227), (42, 0.09101206), (924, 0.09078699), (735, 0.08766951), (928, 0.08580813), (825, 0.08569439)
172: (170, 0.5285619), (313, 0.4550391), (45, 0.34654984), (527, 0.3458751), (300, 0.3348876), (482, 0.32448974), (490, 0.30996346), (473, 0.28654987), (735, 0.28634903), (528, 0.27737743)
19: (300, 0.14396037), (276, 0.12216411), (435*, 0.09686345), (282, 0.087772705), (87, 0.07987426), (582, 0.07953222), (651, 0.0781595), (125, 0.07631177), (124, 0.0725142), (527, 0.06651558)
268: (313, 0.11197938), (157, 0.09179256), (373, 0.0878978), (428, 0.085623994), (652*, 0.08402767), (236, 0.073554), (710*, 0.073229186), (282, 0.071807645), (946*, 0.07098625), (434, 0.06841263)
5: (541, 0.5663818), (236, 0.5409745), (101*, 0.52022326), (652, 0.44179586), (656, 0.42591506), (608, 0.40750167), (675, 0.40586454), (940, 0.39311948), (633, 0.39281413), (342, 0.38473877)
80: (313, 0.120337434), (124, 0.09462694), (170, 0.09222997), (276, 0.09022216), (300, 0.08972018), (956, 0.08236032), (606, 0.076749586), (527, 0.065074235), (1101, 0.064572565), (482, 0.06425566)
66: (313, 0.13074195), (276, 0.11327046), (628, 0.09369378), (42, 0.07818814), (713, 0.07395002), (270, 0.07067359), (125, 0.07020277), (521, 0.07017623), (924, 0.06440338), (582, 0.06379808)
18: (124, 1.8730261), (606, 1.6979868), (584, 1.4649152), (664, 1.4488782), (537, 1.3136073), (490, 1.2820795), (713, 1.2578971), (607*, 1.1626086), (936, 1.0818977), (458, 1.0441884)
26: (313*, 1.0665275), (276*, 1.0481691), (42, 0.85713154), (582, 0.7688745), (223, 0.72290975), (521, 0.6919066), (825, 0.67084026), (713, 0.54485124), (924, 0.5391135), (87, 0.52193)
130: (391, 0.9434761), (940*, 0.75225866), (434, 0.7445821), (652, 0.7342535), (871, 0.63193464), (722, 0.610163), (710, 0.59746933), (108, 0.5926972), (1244*, 0.5803223), (998, 0.557284)
256: (521, 1.798314), (300, 1.7664553), (313, 1.6667004), (924, 1.5375507), (356*, 1.4139868), (136, 1.4137075), (470, 1.3090402), (270, 1.287872), (833, 1.2783688), (825, 1.1459432)
1: (45*, 1.1689066), (735, 1.0530852), (628, 0.87623614), (549, 0.81579226), (713, 0.6928754), (584, 0.67192024), (825, 0.6608861), (529, 0.6607702), (702, 0.62762105), (458, 0.584008)
56: (684, 1.2786864), (157, 1.0866195), (159, 0.9724861), (735*, 0.96165365), (420, 0.8556549), (356, 0.81710684), (722, 0.72520536), (710, 0.6578562), (1135, 0.6386834), (1188, 0.6056899)
15: (313, 0.80796385), (276, 0.7181231), (582, 0.67663556), (956, 0.5627879), (223, 0.5061579), (628, 0.504594), (42, 0.4898499), (124, 0.46579966), (125*, 0.45916966), (1101, 0.4569875)
207: (83, 1.825308), (157, 1.497378), (582, 1.4245219), (300, 1.3896278), (31, 1.3250732), (42*, 1.3021208), (435*, 1.268406), (180*, 1.2572864), (652, 1.1563683), (651, 1.14477)
232: (527, 0.5481442), (313*, 0.5388403), (300, 0.51370835), (956, 0.48811162), (521, 0.4617322), (482, 0.44697434), (1101, 0.42030317), (223, 0.41822198), (42, 0.38457787), (170*, 0.3749464)
52: (42, 0.82793075), (276, 0.82154727), (313, 0.8070301), (521, 0.789677), (223, 0.6988051), (582, 0.6878219), (300, 0.67014474), (83, 0.6341077), (283, 0.5848777), (170, 0.54085344)
161: (313, 0.8331892), (300, 0.53365296), (527, 0.5310117), (282, 0.41414), (521, 0.40060106), (223, 0.38874617), (651, 0.36314708), (42, 0.3084264), (283, 0.30721998), (125, 0.30636036)
148: (735, 0.52064383), (136, 0.38733453), (170, 0.38661602), (313, 0.36894754), (31, 0.3654348), (528, 0.35443494), (633, 0.33241773), (584, 0.31404164), (928, 0.29831684), (628, 0.29567307)
125: (373, 0.36637604), (541, 0.24116708), (652, 0.23144267), (342, 0.22872002), (710*, 0.21579313), (1168, 0.21134228), (428, 0.20255698), (1221, 0.20083718), (415, 0.19698216), (398, 0.19267681)
83: (313, 0.17394343), (722*, 0.16787772), (928, 0.13505356), (684*, 0.13145454), (270, 0.1314377), (282, 0.12946956), (924, 0.1288945), (628, 0.12591293), (373, 0.10540756), (1446, 0.105399266)
272: (223, 0.72804403), (276, 0.6578412), (170, 0.57471), (527, 0.57032263), (582, 0.5392418), (116, 0.50105196), (1008, 0.4709124), (283, 0.47044), (825, 0.4588539), (628, 0.45241863)
151: (519, 0.5252006), (607, 0.46696487), (601, 0.4571485), (613, 0.42068222), (1126, 0.38230115), (608, 0.38169372), (493, 0.3726136), (434, 0.3670078), (503*, 0.36536282), (615, 0.3357887)
54: (300, 0.10864433), (282, 0.09957373), (125, 0.078835204), (713, 0.06924651), (582, 0.0647434), (928, 0.06454686), (270, 0.06395764), (236, 0.061001383), (628, 0.060164563), (42, 0.05915961)
16: (313, 0.10491648), (124, 0.061492343), (157, 0.057804093), (435, 0.055628087), (582, 0.052899957), (628, 0.05095298), (356, 0.05074229), (276, 0.050664324), (226, 0.050196037), (636, 0.048192896)
91: (521, 1.0178795), (528, 0.9719427), (633, 0.8662381), (519, 0.77116007), (489, 0.7645392), (684, 0.7468841), (490, 0.74532574), (530, 0.7127055), (481, 0.6536823), (610, 0.6406421)
294: (713, 0.076131724), (628, 0.07386416), (825*, 0.06788489), (87, 0.061087154), (31, 0.059382454), (582, 0.058950324), (924, 0.05704673), (270, 0.056096733), (651, 0.052724984), (42, 0.051481385)
