# userId: recommendations in (itemId, ranking score) pairs, where a correct recommendation is denoted by symbol *.
196: (50, 6.5131283), (181, 6.5127096), (100, 6.487721), (69, 6.3754625), (174, 6.2536654), (204, 6.2388515), (191, 6.237509), (121, 6.237308), (1, 6.214778), (318, 6.129475)
246: (79, 5.366179), (28, 5.2101583), (98*, 5.186256), (222, 5.0512123), (97*, 4.958831), (144, 4.8835645), (71, 4.851856), (118*, 4.8399067), (173*, 4.828997), (732, 4.8183165)
242: (100, 7.9722323), (285, 7.790079), (288, 7.2079644), (7, 7.1775002), (137, 6.8317547), (286, 6.7237487), (508, 6.722081), (815, 6.6034937), (258, 6.5745373), (268*, 6.5175567)
249: (181*, 8.680249), (100*, 8.511007), (117*, 8.498468), (50*, 8.116261), (118, 7.70976), (127, 7.634237), (151, 7.594622), (742*, 7.5277047), (204, 7.4433284), (276, 7.3908987)
99: (121*, 8.963774), (237*, 8.739405), (257, 8.552858), (25*, 8.543309), (222, 8.437855), (286, 8.247289), (15, 8.218324), (748*, 8.115524), (127, 8.081509), (151, 8.062653)
178: (288*, 8.194843), (50*, 8.043188), (117*, 7.954169), (1*, 7.91048), (151, 7.2003026), (79*, 7.1761894), (15*, 7.1333165), (111*, 6.99261), (289, 6.920392), (147*, 6.89579)
251: (121*, 10.4035), (7*, 10.154915), (117*, 9.977983), (222*, 9.781143), (276, 9.676676), (127, 9.551266), (273, 9.548583), (151*, 9.452753), (9, 9.291852), (475, 9.240323)
81: (117, 9.089164), (181, 8.850465), (222*, 8.590955), (405*, 8.570954), (276*, 8.529185), (597, 8.511899), (257, 8.154381), (591*, 8.151644), (294, 8.103822), (250, 8.096441)
260: (303, 7.518076), (300*, 7.4789724), (272*, 7.453338), (288*, 7.433268), (347, 7.3710475), (292, 7.351704), (302, 7.294585), (331, 7.229866), (286, 7.1653438), (315, 7.078097)
25: (100, 9.257355), (56, 9.20268), (172, 9.012631), (69, 8.8702965), (173*, 8.840797), (191, 8.784854), (318, 8.721932), (210, 8.7139), (22, 8.510841), (195*, 8.465693)
59: (318*, 7.21126), (204*, 7.0786667), (144, 6.9405026), (186*, 6.882493), (153, 6.7865505), (222, 6.707954), (8, 6.6632876), (238*, 6.62092), (187*, 6.5217576), (4*, 6.396855)
72: (173, 7.9020066), (168, 7.807461), (197*, 7.781558), (474, 7.7657003), (216, 7.7136245), (183, 7.6401644), (483, 7.6338773), (211, 7.602198), (238, 7.5839915), (523, 7.528026)
87: (98, 5.6939754), (117, 5.4230556), (1, 5.3636994), (168, 5.307418), (173, 5.300327), (28, 5.2617393), (191, 5.24897), (69, 5.2017713), (89*, 5.047406), (197, 5.043591)
42: (204*, 7.082817), (79*, 7.0043707), (191, 6.8511086), (222*, 6.840675), (56, 6.694469), (117, 6.6900263), (100, 6.6744547), (216*, 6.5752707), (22, 6.5347724), (12*, 6.382782)
292: (50*, 8.867162), (127*, 8.772894), (191, 8.721483), (1*, 8.574474), (121, 8.539218), (318, 8.357865), (258, 8.1029415), (79*, 8.098612), (286, 8.060824), (237, 8.052596)
20: (294, 10.1336), (181*, 10.02568), (56, 9.775967), (258, 9.601809), (222, 9.501749), (100, 9.377111), (117, 9.362912), (127, 9.097618), (79, 9.07834), (173, 9.071832)
13: (200*, 5.1143093), (258*, 5.025318), (269*, 5.002426), (1*, 4.561408), (183*, 4.519511), (443*, 4.4985485), (210*, 4.4977665), (306*, 4.454884), (321*, 4.4514327), (328*, 4.4357643)
138: (174, 9.048603), (181, 8.607969), (50, 8.53168), (127, 8.29107), (191, 8.109251), (318*, 8.0215), (121*, 7.9235897), (357*, 7.719281), (204, 7.696816), (168, 7.6496935)
60: (56*, 6.3676724), (100, 6.104486), (191, 6.01918), (79*, 5.9704447), (318, 5.948271), (474*, 5.812541), (197*, 5.6892247), (22, 5.6320133), (180*, 5.6051483), (134*, 5.5933213)
57: (742, 9.142865), (118, 8.838992), (147, 8.686372), (288*, 8.645692), (273, 8.542139), (257*, 8.52024), (276, 8.403384), (25, 8.171711), (15*, 8.164231), (282*, 8.110543)
223: (181, 7.532792), (7, 7.4236064), (147, 7.199461), (25*, 7.122212), (508, 7.105261), (100, 7.0675216), (118*, 6.951655), (405*, 6.897499), (15, 6.8948884), (273, 6.8871474)
189: (100*, 6.77188), (318*, 6.650172), (50*, 6.478127), (514, 6.2473836), (475, 6.0901337), (1*, 6.057112), (286, 5.9773765), (69, 5.9315896), (98, 5.92174), (483*, 5.8942523)
243: (100, 8.161617), (1*, 7.8588467), (181, 7.701999), (117, 7.554701), (121, 7.419867), (7*, 7.345606), (50, 7.3270893), (273, 7.310339), (276, 7.233992), (204, 7.149729)
92: (181*, 6.714329), (56*, 6.3946004), (50*, 6.340421), (1*, 6.33772), (172*, 6.274104), (98*, 6.2707424), (273*, 6.2021565), (96*, 5.975222), (151, 5.8485174), (176*, 5.750404)
241: (258, 11.204162), (300*, 10.7418), (323, 10.424687), (333, 10.422196), (328, 10.11282), (302*, 9.903848), (322, 9.903076), (326, 9.759658), (748, 9.663077), (301, 9.63405)
254: (98*, 6.0951967), (56, 6.067646), (79, 5.666622), (216, 5.591626), (173, 5.457557), (176*, 5.3301015), (202, 5.307085), (195, 5.1528115), (88, 5.142491), (385, 5.1394353)
293: (98*, 7.650519), (172*, 7.3213162), (191, 7.1899395), (69*, 7.1582794), (121*, 7.070828), (423*, 6.811666), (96*, 6.728745), (318, 6.6572886), (182*, 6.633339), (11*, 6.4894032)
127: (313, 9.793027), (328, 9.702577), (56, 9.55143), (301, 9.39177), (174, 9.385267), (286*, 9.2323675), (269, 9.185072), (181, 9.148153), (173, 9.008909), (678, 9.006236)
222: (181*, 6.2131457), (50*, 6.111079), (222*, 5.9971414), (117*, 5.9432373), (118*, 5.820516), (294*, 5.5952806), (742*, 5.5560217), (273, 5.4982214), (405*, 5.4009666), (173*, 5.3809433)
267: (174*, 7.5874887), (228*, 7.053768), (173, 6.9595895), (79, 6.777258), (204*, 6.7071624), (191, 6.522539), (176*, 6.451887), (8, 6.44316), (96, 6.4204383), (4, 6.3374314)
11: (50, 6.6057844), (181, 6.4899664), (294, 6.4372826), (174, 6.393727), (79*, 6.2852), (288, 6.183427), (1, 6.1298323), (117, 6.05575), (173*, 5.9187756), (168*, 5.8791437)
8: (288, 9.32244), (50*, 9.161272), (100, 9.038066), (300, 8.929728), (748, 8.683849), (121, 8.678522), (98, 8.660094), (328, 8.6439085), (313, 8.599206), (269, 8.595615)
162: (118, 9.083438), (405, 9.082425), (100, 8.989535), (273, 8.857066), (257, 8.605402), (111, 8.521032), (235, 8.3062725), (250, 8.273581), (546, 8.205918), (127, 8.1771145)
279: (69, 3.2553608), (1*, 3.2160037), (568, 3.2082345), (89*, 3.1080692), (118, 3.089968), (191*, 3.0724595), (742, 3.032496), (237, 2.9984407), (79*, 2.989625), (111, 2.9332554)
145: (288, 6.1977935), (250*, 5.957438), (147, 5.8478036), (151, 5.6573567), (257*, 5.6023736), (24, 5.480274), (1016, 5.4291496), (111*, 5.4059343), (323, 5.350077), (678*, 5.3100095)
28: (288*, 8.138079), (200*, 7.969231), (181, 7.7888007), (172, 7.6981955), (313, 7.666054), (265, 7.5012345), (22, 7.461984), (294*, 7.4062343), (300, 7.288235), (210, 7.261706)
135: (174, 8.047045), (144, 7.652785), (172, 7.3557096), (210, 7.2370987), (98*, 7.2290864), (181, 7.207141), (568, 7.1389117), (8, 7.0638065), (186, 7.043104), (69, 7.0007358)
32: (1, 11.16205), (258, 10.760971), (121, 10.607324), (25, 10.442641), (237, 10.403982), (286, 10.33311), (273, 9.890593), (300, 9.747821), (15, 9.619783), (125, 9.55296)
90: (69*, 5.511669), (100*, 5.464546), (479*, 5.39451), (204, 5.3945026), (50, 5.3828654), (153*, 5.3310857), (238, 5.278107), (180*, 5.26706), (484, 5.1601624), (286*, 5.128135)
216: (121, 8.5327425), (222, 8.271204), (117, 8.019113), (273, 7.8033605), (56*, 7.778285), (118, 7.6455536), (172*, 7.62383), (742, 7.490525), (173, 7.359628), (210*, 7.340449)
250: (174*, 8.322646), (286, 8.227449), (300, 7.580687), (121, 7.579018), (7*, 7.54434), (14, 7.492587), (283, 7.4044027), (269, 7.402513), (118, 7.3793297), (15, 7.3571944)
271: (100*, 8.68247), (56*, 8.497382), (79*, 8.219745), (318*, 8.206054), (195, 7.668972), (238*, 7.668), (222, 7.637663), (197*, 7.5706487), (237*, 7.5475407), (423*, 7.514159)
265: (121, 9.122253), (118*, 8.660693), (25, 8.498019), (405, 8.475852), (258*, 8.471614), (7*, 8.430414), (597, 8.405098), (282*, 8.172072), (763, 8.141617), (222, 8.130234)
198: (174*, 9.338825), (79*, 8.537711), (121*, 8.169458), (22, 8.0169935), (168*, 8.015441), (195*, 7.960406), (228*, 7.938206), (144, 7.931899), (1*, 7.906407), (12, 7.813728)
168: (288*, 10.059063), (742*, 9.479472), (125*, 9.456265), (237, 9.419258), (597*, 9.410303), (258*, 9.37233), (508, 9.104153), (289, 9.088481), (100*, 9.023784), (300*, 8.952333)
110: (38*, 3.8643324), (227, 3.818644), (56*, 3.8017755), (216, 3.792662), (554, 3.7918224), (431, 3.7729573), (62, 3.7163684), (739*, 3.7101119), (658*, 3.690465), (121, 3.6401145)
58: (100*, 6.948686), (523, 6.426812), (515, 6.3050447), (286, 6.2459116), (285, 6.2311196), (479, 6.1308727), (190, 6.059749), (357, 5.9941297), (427, 5.9471197), (170, 5.8986416)
237: (181, 9.06882), (318, 8.942107), (50, 8.878832), (56, 8.743022), (69, 8.705116), (186, 8.397994), (173, 8.397091), (79, 8.345717), (211*, 8.337867), (204, 8.29973)
94: (174*, 6.398437), (79*, 6.397675), (98*, 6.1458817), (28*, 6.0387235), (204*, 5.925837), (210*, 5.888518), (117, 5.8190064), (183*, 5.6734686), (22*, 5.5535173), (197, 5.5069566)
128: (56*, 6.97663), (210*, 6.7036424), (100, 6.5727854), (22, 6.3888297), (181*, 6.3834143), (195, 6.3328733), (12, 6.2363663), (318, 6.1931953), (127, 6.183868), (96, 6.1832547)
44: (174*, 10.40926), (79, 9.3345585), (173*, 9.290471), (210, 9.004038), (28, 8.89006), (222*, 8.68736), (22*, 8.662186), (186, 8.638531), (8, 8.57981), (234, 8.554695)
264: (234*, 5.434919), (514*, 5.1051335), (357, 5.092008), (135, 5.089177), (176, 5.088787), (181, 5.0482244), (174, 5.037337), (22, 4.939537), (429, 4.8949113), (318, 4.8891854)
41: (174*, 10.427752), (100*, 10.051152), (50*, 10.013335), (318*, 9.929634), (204, 9.651155), (79, 9.63087), (69*, 9.575082), (197, 9.420572), (22, 9.387123), (194*, 9.145366)
82: (222*, 7.4586844), (1*, 7.399708), (258, 7.3964), (98, 7.245236), (172, 6.8245177), (12, 6.8003697), (269, 6.7354302), (300, 6.731821), (195, 6.6591053), (117, 6.6034384)
262: (79, 6.913418), (173, 6.7723827), (117, 6.7455378), (22*, 6.639166), (168, 6.6302648), (127, 6.593201), (318*, 6.541004), (222, 6.505565), (286, 6.4899864), (202, 6.3805075)
174: (294, 5.715003), (282, 5.714704), (300, 5.500177), (471*, 5.4802027), (121, 5.4041114), (50*, 5.392164), (301, 5.2859216), (118*, 5.2458315), (257, 5.215257), (255*, 5.1253967)
43: (288, 7.856061), (25*, 7.6286497), (151*, 7.5902314), (276*, 7.5192184), (273, 7.4180903), (22, 7.245453), (210*, 7.1977386), (475, 7.1958284), (275*, 7.043885), (8*, 7.033085)
84: (100*, 11.313769), (181, 10.879879), (50, 10.306887), (288, 10.292543), (127, 10.020649), (9, 9.846413), (151*, 9.799044), (257, 9.789653), (275, 9.776843), (742*, 9.622633)
269: (79, 5.765295), (197*, 5.713376), (183*, 5.5362597), (483*, 5.465025), (168*, 5.4647155), (153*, 5.3186674), (182*, 5.293331), (97, 5.2641654), (215, 5.213717), (172*, 5.1333)
259: (100, 9.911672), (50, 9.797653), (1, 9.698644), (174, 9.607912), (222, 9.443836), (56, 9.354635), (288*, 9.279697), (127, 9.199337), (258, 9.116733), (237, 9.079645)
85: (56*, 7.12729), (603, 6.843873), (286*, 6.7446446), (22, 6.5909233), (180*, 6.531182), (496*, 6.5175505), (435*, 6.474339), (215*, 6.4195805), (655*, 6.3915486), (175*, 6.360283)
213: (121*, 9.375443), (117*, 9.257388), (69*, 8.882837), (173*, 8.880151), (237, 8.813575), (318*, 8.69914), (168, 8.683122), (216, 8.595252), (210, 8.584443), (313, 8.549411)
121: (1*, 9.456796), (258, 9.129572), (286, 9.099722), (288, 8.95881), (276*, 8.764565), (269, 8.555643), (127*, 8.554656), (9*, 8.515447), (121*, 8.443533), (268, 8.384994)
49: (222, 5.396815), (1*, 5.3235283), (79, 5.1436095), (597, 5.0746074), (742, 5.052089), (118, 5.0278144), (210, 4.9720087), (405, 4.968894), (288, 4.965989), (237, 4.965371)
155: (313, 10.782958), (258, 10.768663), (301, 10.570912), (333, 10.386963), (269, 10.316985), (302, 9.904309), (268, 9.864973), (289, 9.637488), (315, 9.58021), (347, 9.549249)
68: (288*, 9.947047), (1, 9.912767), (294, 9.794559), (257, 9.679559), (181*, 9.632686), (117*, 9.582185), (15, 9.054545), (255, 9.015539), (300, 8.998644), (323, 8.894745)
172: (483*, 7.172774), (318, 6.940204), (197, 6.717768), (517, 6.592876), (198, 6.5863647), (134, 6.519265), (286, 6.4776936), (523, 6.42646), (70, 6.395909), (615, 6.39537)
19: (286, 11.0589), (269, 10.73299), (100, 10.339806), (174, 10.061424), (50, 9.829151), (300, 9.713234), (181, 9.701905), (302, 9.622055), (318, 9.50276), (127, 9.415178)
268: (174*, 6.1219583), (568*, 5.851188), (210*, 5.798614), (79*, 5.7141957), (230*, 5.503347), (117*, 5.487228), (28, 5.3186703), (423*, 5.273353), (69, 5.2348914), (22, 5.168871)
5: (28, 5.429634), (98*, 5.428336), (79*, 5.302243), (265, 5.2681456), (202, 5.249964), (97, 5.243463), (22, 5.2150764), (56, 5.086582), (568, 5.041304), (82, 4.9879413)
80: (174, 10.144864), (191, 9.898149), (98, 9.544624), (172, 9.45999), (56, 9.452774), (204, 9.4185295), (427, 9.308249), (1, 9.266049), (181, 9.241715), (318, 9.222988)
66: (1*, 10.084092), (288*, 9.875857), (118, 9.729205), (147, 9.6644745), (258*, 9.640602), (763*, 9.559417), (323, 9.310673), (222, 9.29393), (273, 9.198108), (125, 9.093583)
18: (174*, 7.1435037), (514*, 6.779715), (483*, 6.6414266), (100*, 6.440964), (173, 6.1998587), (523*, 6.1529517), (183, 6.146534), (182*, 6.116006), (180*, 6.10101), (511, 6.0961266)
26: (288*, 10.281843), (100*, 10.054002), (294*, 9.782085), (117*, 9.633462), (125*, 9.131829), (276*, 9.131775), (257*, 9.097969), (255*, 9.074474), (323*, 8.90114), (25*, 8.859871)
130: (181*, 5.858474), (323, 5.309352), (79*, 5.243563), (273, 5.2407484), (258*, 5.239346), (172*, 5.2372365), (678*, 5.086872), (265, 5.058213), (230*, 5.0266724), (71*, 5.0141907)
256: (1*, 6.6547017), (273, 6.4583216), (111, 6.307292), (7*, 6.248863), (147*, 6.2374387), (257, 6.16955), (24, 6.162357), (282*, 6.092527), (546*, 6.0910354), (1016, 6.058311)
1: (121*, 5.228868), (273, 5.1995215), (210*, 5.096359), (56*, 5.087948), (173*, 5.05871), (195*, 4.9821677), (276, 4.9680877), (237*, 4.9241867), (64*, 4.89894), (8*, 4.8867207)
56: (181*, 7.148196), (97*, 6.9784136), (210*, 6.914247), (216*, 6.88179), (222*, 6.7638474), (176*, 6.5254908), (202*, 6.493201), (568*, 6.4883456), (82*, 6.3922005), (96*, 6.3873925)
15: (288, 8.447093), (294, 8.003113), (1*, 7.990591), (323*, 7.7021008), (100, 7.69551), (742*, 7.6628866), (276, 7.5080943), (9*, 7.3104157), (255*, 7.2871404), (117, 7.226495)
207: (121*, 7.0967116), (50, 6.9810905), (100*, 6.736488), (222, 6.66389), (1, 6.6235056), (237*, 6.325891), (151, 6.288237), (405, 6.2697835), (118, 6.221255), (257, 6.1208086)
232: (174, 9.7633), (286*, 9.401887), (181*, 9.399628), (258, 8.93165), (288, 8.747661), (79, 8.371733), (313*, 8.222542), (9, 8.2220545), (121, 8.212161), (70, 8.202909)
52: (181, 9.329998), (1, 8.644856), (515, 8.6195965), (150, 8.4761915), (276, 8.447783), (127, 8.410451), (286, 8.314638), (9, 8.281441), (222, 8.14125), (273, 8.007468)
161: (100*, 8.583465), (258, 8.277349), (1, 8.249894), (269, 8.112715), (25, 8.083701), (70*, 8.06148), (294, 8.035215), (191*, 7.954821), (173, 7.952877), (124, 7.926646)
148: (174*, 10.10956), (172*, 8.70638), (100, 8.654208), (210, 8.529237), (318, 8.340204), (22, 8.283301), (286, 8.260297), (79, 8.206235), (127*, 8.185684), (1*, 8.156875)
125: (56*, 5.0420756), (121, 4.996243), (181*, 4.959436), (173*, 4.926404), (98*, 4.820199), (228, 4.804242), (96, 4.766103), (100, 4.668641), (12, 4.630668), (423, 4.606312)
83: (181*, 6.586845), (742, 6.50141), (222, 6.456339), (282, 6.169441), (257, 6.1503096), (237, 6.122621), (546*, 5.99442), (763, 5.9747252), (288, 5.8753653), (100, 5.728678)
272: (174*, 8.496353), (100, 8.044646), (50*, 7.9516773), (191, 7.9217277), (318, 7.7572803), (357*, 7.674903), (474*, 7.5376525), (427, 7.483763), (168, 7.470024), (603, 7.458287)
151: (174*, 7.6078887), (100*, 6.9038353), (98*, 6.848545), (56*, 6.715644), (427*, 6.6960344), (172*, 6.611949), (180, 6.496984), (211*, 6.43406), (127, 6.4120927), (210*, 6.4025297)
54: (294, 9.232624), (111, 8.626173), (125, 8.5269375), (7*, 8.48363), (282, 8.388419), (15, 8.380261), (763, 8.295668), (222, 8.260728), (248, 8.234432), (508, 8.145278)
16: (56*, 8.431842), (50, 8.269296), (181, 8.120123), (318*, 7.9826355), (204*, 7.9550157), (173, 7.8738074), (210, 7.8345127), (127*, 7.6882334), (474, 7.5435696), (121, 7.4859657)
91: (174*, 9.20317), (100, 9.057014), (269, 8.974462), (258, 8.968382), (286, 8.863525), (191, 8.520055), (288, 8.472028), (318*, 8.39623), (181*, 8.379803), (173, 8.21116)
294: (288*, 8.608902), (323*, 7.9699345), (763, 7.4720945), (255*, 7.4070425), (333*, 7.3805385), (15, 7.3604913), (815, 7.216989), (25, 7.191235), (866, 7.1839104), (245*, 7.173505)
229: (313*, 10.276204), (690, 9.751611), (301, 9.620163), (294, 9.610189), (333, 9.372601), (326, 9.297631), (322, 9.167914), (751*, 9.1577), (321, 9.033044), (327, 9.00006)
36: (271, 8.875735), (313, 8.609266), (288*, 8.502027), (292, 8.412356), (328, 8.408119), (750, 8.389644), (301, 8.37559), (269*, 8.359482), (879, 8.358901), (326, 8.350937)
70: (98, 7.959128), (56, 7.875643), (100, 7.8607273), (216, 7.625171), (173*, 7.6168985), (144, 7.5821824), (22, 7.5232005), (97, 7.5024214), (172*, 7.4486403), (318, 7.417961)
